concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
H01-1045.c1	H01-1045	CB273	C04	
G01-1023.c1	G01-1023	CB273	C03	
A01-1638.c1	A01-1638	CB273	B02	
N02-1019.c1	N02-1019	CB273	D04	
K01-0496.c1	K01-0496	CB273	D03	
C01-1343.c1	C01-1343	CB273	C01	
O01-1020.c1	O01-1020	CB273	D06	
A01-1632.c1	A01-1632	CB273	A02	
N02-1020.c1	N02-1020	CB273	D05	
L01-1029.c1	L01-1029	CB273	D01	
L01-1028.c1	L01-1028	CB273	C06	
J01-1039.c1	J01-1039	CB273	C05	
D01-1035.c1	D01-1035	CB273	C02	
A01-1631.c1	A01-1631	CB273	A01	
M03-1032.c1	M03-1032	CB273	D02	
A01-1635.c1	A01-1635	CB273	A05	
A01-1636.c1	A01-1636	CB273	A06	
C01-1339.c1	C01-1339	CB273	B03	
C01-1340.c1	C01-1340	CB273	B04	
A01-1634.c1	A01-1634	CB273	A04	
A01-1633.c1	A01-1633	CB273	A03	
C01-1342.c1	C01-1342	CB273	B06	
C01-1341.c1	C01-1341	CB273	B05	
A01-1637.c1	A01-1637	CB273	B01	
C01-1337.c1	C01-1337	CB272	D01	
C01-1335.c1	C01-1335	CB272	B01	
C01-1336.c1	C01-1336	CB272	C01	
K01-0471.c1	K01-0471	CB272	A04	
G01-1022.c1	G01-1022	CB272	A03	
C01-1338.c1	C01-1338	CB272	A02	
D01-1034.c1	D01-1034	CB272	D02	
H01-1044.c1	H01-1044	CB272	B02	
R02-1037.c1	R02-1037	CB272	B03	
U01-0105.c1	U01-0105	CB272	D03	
W01-1025.c1	W01-1025	CB272	B04	
J01-1038.c1	J01-1038	CB272	C02	
C01-1334.c1	C01-1334	CB272	A01	
Q01-1038.c1	Q01-1038	CB272	C03	
O01-1021.c1	O01-1021	CB274	A01	
Q01-1039.c1	Q01-1039	CB274	A02	
R02-1038.c1	R02-1038	CB274	A03	
W01-1026.c1	W01-1026	CB274	A04	
K01-1017.c1	K01-1017	CB271	A01	
J01-1037.c1	J01-1037	CB271	A02	
R02-1036.c1	R02-1036	CB271	B02	
H01-1043.c1	H01-1043	CB271	B01	
Q01-1036.c1	Q01-1036	CB271	C01	
N02-1018.c1	N02-1018	CB271	D01	
A01-1629.c1	A01-1629	CB270	C02	
A01-1623.c1	A01-1623	CB270	A01	
G01-1021.c1	G01-1021	CB270	A05	
A01-1630.c1	A01-1630	CB270	D02	
C01-1330.c1	C01-1330	CB270	B03	
W02-1007.c1	W02-1007	CB270	A06	
P01-1025.c1	P01-1025	CB270	B04	
C01-1333.c1	C01-1333	CB270	A04	
U01-0053.c1	U01-0053	CB270	B06	
C01-1329.c1	C01-1329	CB270	A03	
M03-1031.c1	M03-1031	CB270	B05	
A01-1624.c1	A01-1624	CB270	B01	
L01-1027.c1	L01-1027	CB270	C04	
C01-1331.c1	C01-1331	CB270	C03	
A01-1628.c1	A01-1628	CB270	B02	
D01-1033.c1	D01-1033	CB270	D04	
C01-1332.c1	C01-1332	CB270	D03	
W01-1024.c1	W01-1024	CB270	D06	
A01-1625.c1	A01-1625	CB270	C01	
W02-1006.c1	W02-1006	CB270	D05	
A01-1627.c1	A01-1627	CB270	A02	
Q01-1037.c1	Q01-1037	CB270	C06	
A01-1626.c1	A01-1626	CB270	D01	
M04-1016.c1	M04-1016	CB270	C05	
