extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
A02-1345.e1	A02-1345.c1	EB80	D05	H5	
T01-0280.e1	T01-0280.c1	EB80	C04	G4	
O01-0498.e1	O01-0498.c1	EB80	C01	G1	
N02-0445.e1	N02-0445.c1	EB80	C02	G2	
A01-0979.e1	A01-0979.c1	EB80	A02	E2	
C01-0724.e1	C01-0724.c1	EB80	B02	F2	
A01-0978.e1	A01-0978.c1	EB80	A01	NAB 138 E1	
C01-0723.e1	C01-0723.c1	EB80	B01	F1	
A02-1343.e1	A02-1343.c1	EB80	D03	H3	
A01-0981.e1	A01-0981.c1	EB80	A04	E4	
A04-0561.e1	A04-0561.c1	EB80	B04	F4	
D01-0547.e1	D01-0547.c1	EB80	C06	G6	
D01-0542.e1	D01-0542.c1	EB80	C07	G7	
M03-0388.e1	M03-0388.c1	EB80	C03	G3	
Q01-0515.e1	Q01-0515.c1	EB80	C08	G8	
A01-0982.e1	A01-0982.c1	EB80	A05	E5	
N03-0466.e1	N03-0466.c1	EB80	B05	F5	
A02-1344.e1	A02-1344.c1	EB80	D04	H4	
K01-0467.e1	K01-0467.c1	EB80	C05	G5	
C01-0722.e1	C01-0722.c1	EB80	A08	E8	
L01-0570.e1	L01-0570.c1	EB80	B08	F8	
K01-0473.e1	K01-0473.c1	EB80	D01	H1	
C01-0721.e1	C01-0721.c1	EB80	A07	E7	
A02-1342.e1	A02-1342.c1	EB80	D02	H2	
P01-0122.e1	P01-0122.c1	EB80	B07	F7	
N03-0465.e1	N03-0465.c1	EB80	B06	F6	
A01-0983.e1	A01-0983.c1	EB80	A06	E6	
C01-0725.e1	C01-0725.c1	EB80	B03	F3	
A01-0980.e1	A01-0980.c1	EB80	A03	E3	
