extraction_batch_comment	extraction_batch_id	extraction_batch_record_version	extraction_date	extraction_eluant	extraction_input_ul	extraction_machine	extraction_method	extraction_method_lot_id	extraction_output_ul	extraction_run_by
	EP53	1.0.0	12/22/21	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2110258	75	AJ
	EP54	1.0.0	1/3/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	JL
	EP55	1.0.0	1/4/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP56	1.0.0	1/6/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP57	1.0.0	1/10/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP58	1.0.0	1/11/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP59	1.0.0	1/13/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP60	1.0.0	1/19/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP61	1.0.0	1/20/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP32	1.0.0	1/21/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP63	1.0.0	1/24/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP64	1.0.0	1/25/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP65	1.0.0	1/26/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP66	1.0.0	1/28/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP67	1.0.0	1/31/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP69	1.0.0	2/1/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP70	1.0.0	2/2/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP71	1.0.0	2/4/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	LW
	EP72	1.0.0	2/7/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP73	1.0.0	2/9/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP74	1.0.0	2/10/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP76	1.0.0	2/14/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP78	1.0.0	2/15/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP79	1.0.0	2/16/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP81	1.0.0	2/18/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP82	1.0.0	2/21/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP84	1.0.0	2/23/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP85	1.0.0	2/25/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2110285	75	JL
	EP86	1.0.0	2/28/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2110285	75	AJ
	EP88	1.0.0	3/2/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2110258	75	AJ
	EP90	1.0.0	3/4/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2110285	75	AJ
	EP92	1.0.0	3/9/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2110258	75	AJ
	EP93	1.0.0	3/10/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2110258	75	AJ
	EP95	1.0.0	3/11/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2110258	75	AJ
	EP96	1.0.0	3/15/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2110258	75	AJ
	EP98	1.0.0	3/16/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2110258	75	AJ
	EP100	1.0.0	3/21/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2110258	75	AJ
	EP102	1.0.0	3/23/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2110258	75	AJ
	EP104	1.0.0	3/25/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2110258	75	AJ
	EP106	1.0.0	3/29/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2110258	75	AJ
	EP108	1.0.0	3/30/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2110258	75	AJ
	EP110	1.0.0	3/31/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2110258	75	AJ
	EP109	1.0.0	4/1/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2110258	75	AJ
	EP111	1.0.0	4/4/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2120258	75	AJ
	EP112	1.0.0	4/5/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2110258	75	JL
	EP114	1.0.0	4/6/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2110258	75	AJ
	EP116	1.0.0	4/8/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2110258	75	AJ
	EP117	1.0.0	4/12/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2110258	75	AJ
	EP119	1.0.0	4/13/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2110258	75	AJ
	EP118	1.0.0	4/14/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP121	1.0.0	4/18/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP122	1.0.0	4/19/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP124	1.0.0	4/20/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP125	1.0.0	4/21/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP126	1.0.0	4/22/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP127	1.0.0	4/25/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP128	1.0.0	4/26/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP130	1.0.0	4/27/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP131	1.0.0	4/28/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP132	1.0.0	4/29/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP133	1.0.0	5/3/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP135	1.0.0	5/4/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP136	1.0.0	5/4/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP137	1.0.0	5/5/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP138	1.0.0	5/6/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP140	1.0.0	5/11/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP141	1.0.0	5/11/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP143	1.0.0	5/13/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP144	1.0.0	5/17/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP146	1.0.0	5/18/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP148	1.0.0	5/19/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP149	1.0.0	5/20/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP150	1.0.0	5/23/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP152	1.0.0	5/25/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP153	1.0.0	5/25/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP155	1.0.0	5/27/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP156	1.0.0	5/31/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP158	1.0.0	6/1/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP160	1.0.0	6/2/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP161	1.0.0	6/3/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP163	1.0.0	6/8/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP164	1.0.0	6/8/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP166	1.0.0	6/10/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP168	1.0.0	6/14/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP170	1.0.0	6/17/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP173	1.0.0	6/22/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP175	1.0.0	6/24/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP178	1.0.0	6/29/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP179	1.0.0	6/30/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP181	1.0.0	7/6/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP182	1.0.0	7/7/22	Kit buffer	400	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP184	1.0.0	7/8/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	EP187	1.0.0	7/13/22	Kit buffer	400	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	2108255	75	AJ
	
