extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
A01-1313.e1	A01-1313.c1	EB167	A08	A8	
A01-1308.e1	A01-1308.c1	EB167	A04	A4	
M03-0521.e1	M03-0521.c1	EB167	B05	B5	
A01-1304.e1	A01-1304.c1	EB167	A02	A2	
A01-1307.e1	A01-1307.c1	EB167	A03	A3	
L01-0644.e1	L01-0644.c1	EB167	B06	B6	
A04-0689.e1	A04-0689.c1	EB167	C07	C7	
K01-0528.e1	K01-0528.c1	EB167	C01	C1	
R02-0540.e1	R02-0540.c1	EB167	B08	B8	
A01-1309.e1	A01-1309.c1	EB167	A05	A5	
M04-0420.e1	M04-0420.c1	EB167	B04	B4	
F01-0137.e1	F01-0137.c1	EB167	B02	B2	
Q01-0621.e1	Q01-0621.c1	EB167	B03	B3	
A01-1310.e1	A01-1310.c1	EB167	A06	A6	
A01-1303.e1	A01-1303.c1	EB167	A01	NAB 154 A1	
A01-1312.e1	A01-1312.c1	EB167	A07	A7	
G01-0644.e1	G01-0644.c1	EB167	C03	C3	
N02-0589.e1	N02-0589.c1	EB167	C02	C2	
H01-0992.e1	H01-0992.c1	EB167	C04	C4	
U01-0158.e1	U01-0158.c1	EB167	C08	C8	
P01-0195.e1	P01-0195.c1	EB167	B01	B1	
Q01-0622.e1	Q01-0622.c1	EB167	C06	C6	
J01-0544.e1	J01-0544.c1	EB167	B07	B7	
D01-0605.e1	D01-0605.c1	EB167	C05	C5	
