concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
A04-0551.c1	A04-0551	CB205	C01	
O01-0576.c1	O01-0576	CB205	B01	
M03-1002.c1	M03-1002	CB205	D01	
N02-0590.c1	N02-0590	CB205	A01	
A01-1429.c1	A01-1429	CB204	A01	
F01-1001.c1	F01-1001	CB204	B06	
R02-1004.c1	R02-1004	CB204	D05	
C01-1138.c1	C01-1138	CB204	A03	
C01-1137.c1	C01-1137	CB204	D02	
U01-1001.c1	U01-1001	CB204	B04	
A01-1435.c1	A01-1435	CB204	B02	
Q01-1004.c1	Q01-1004	CB204	D04	
C01-1140.c1	C01-1140	CB204	C03	
P01-1005.c1	P01-1005	CB204	D06	
T01-0418.c1	T01-0418	CB204	B05	
A01-1432.c1	A01-1432	CB204	C01	
C01-1136.c1	C01-1136	CB204	C02	
K01-0548.c1	K01-0548	CB204	A04	
C01-1139.c1	C01-1139	CB204	B03	
G01-0654.c1	G01-0654	CB204	A06	
A01-1430.c1	A01-1430	CB204	B01	
J01-1004.c1	J01-1004	CB204	C05	
L01-1001.c1	L01-1001	CB204	C06	
T01-0423.c1	T01-0423	CB204	A05	
A01-1433.c1	A01-1433	CB204	D01	
H01-1011.c1	H01-1011	CB204	D03	
A01-1434.c1	A01-1434	CB204	A02	
D01-1003.c1	D01-1003	CB204	C04	
