extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
C01-1139.e1	C01-1139.c1	EB204	B02	J2	
J01-1004.e1	J01-1004.c1	EB204	C03	K3	
M03-1002.e1	M03-1002.c1	EB204	D04	L4	
K01-0548.e1	K01-0548.c1	EB204	B05	J5	
A01-1429.e1	A01-1429.c1	EB204	A01	NAB 160 I1	
O01-0576.e1	O01-0576.c1	EB204	D02	L2	
H01-1011.e1	H01-1011.c1	EB204	B04	J4	
A01-1434.e1	A01-1434.c1	EB204	A05	I5	
L01-1001.e1	L01-1001.c1	EB204	C07	K7	
F01-1001.e1	F01-1001.c1	EB204	C06	K6	
N02-0590.e1	N02-0590.c1	EB204	D01	L1	
P01-1005.e1	P01-1005.c1	EB204	C08	K8	
A01-1430.e1	A01-1430.c1	EB204	A02	I2	
A01-1433.e1	A01-1433.c1	EB204	A04	I4	
C01-1138.e1	C01-1138.c1	EB204	B01	J1	
T01-0423.e1	T01-0423.c1	EB204	C01	K1	
D01-1003.e1	D01-1003.c1	EB204	B07	J7	
U01-1001.e1	U01-1001.c1	EB204	B06	J6	
Q01-1004.e1	Q01-1004.c1	EB204	B08	J8	
A01-1432.e1	A01-1432.c1	EB204	A03	I3	
R02-1004.e1	R02-1004.c1	EB204	C04	K4	
A04-0551.e1	A04-0551.c1	EB204	D03	L3	
T01-0418.e1	T01-0418.c1	EB204	C02	K2	
C01-1140.e1	C01-1140.c1	EB204	B03	J3	
C01-1137.e1	C01-1137.c1	EB204	A08	I8	
G01-0654.e1	G01-0654.c1	EB204	C05	K5	
C01-1136.e1	C01-1136.c1	EB204	A07	I7	
A01-1435.e1	A01-1435.c1	EB204	A06	I6	
