concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
M04-0401.c1	M04-0401	CB131	B03	
H01-0972.c1	H01-0972	CB131	A03	
N02-0545.c1	N02-0545	CB131	A06	
R02-0528.c1	R02-0528	CB131	A01	
M04-0400.c1	M04-0400	CB131	B01	
D01-0583.c1	D01-0583	CB131	A05	
J01-0524.c1	J01-0524	CB131	A04	
K01-0472.c1	K01-0472	CB131	A02	
M03-0500.c1	M03-0500	CB131	B02	
A01-1193.c1	A01-1193	CB130	A06	
C01-0871.c1	C01-0871	CB130	B01	
V01-0009.c1	V01-0009	CB130	C04	
G01-0615.c1	G01-0615	CB130	C05	
P01-0184.c1	P01-0184	CB130	D04	
O01-0567.c1	O01-0567	CB130	D05	
A01-1190.c1	A01-1190	CB130	A03	
T01-0394.c1	T01-0394	CB130	D01	
E01-0725.c1	E01-0725	CB130	C01	
C01-0874.c1	C01-0874	CB130	B04	
C01-0875.c1	C01-0875	CB130	B05	
A01-1189.c1	A01-1189	CB130	A02	
T01-0395.c1	T01-0395	CB130	C06	
C01-0873.c1	C01-0873	CB130	B03	
N03-0582.c1	N03-0582	CB130	D06	
A01-1192.c1	A01-1192	CB130	A05	
A01-1191.c1	A01-1191	CB130	A04	
C01-0872.c1	C01-0872	CB130	B02	
V01-0004.c1	V01-0004	CB130	C03	
E01-0724.c1	E01-0724	CB130	B06	
A04-0653.c1	A04-0653	CB130	D03	
A01-1188.c1	A01-1188	CB130	A01	
L01-0616.c1	L01-0616	CB130	D02	
E01-0726.c1	E01-0726	CB130	C02	
