extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
A01-1191.e1	A01-1191.c1	EB131	A04	B4	
A01-1192.e1	A01-1192.c1	EB131	A05	B5	
C01-0874.e1	C01-0874.c1	EB131	B02	C2	
M04-0401.e1	M04-0401.c1	EB131	E01	F1	
C01-0875.e1	C01-0875.c1	EB131	B03	C3	
P01-0184.e1	P01-0184.c1	EB131	C06	D6	
N02-0545.e1	N02-0545.c1	EB131	D06	E6	
C01-0872.e1	C01-0872.c1	EB131	A08	B8	
K01-0472.e1	K01-0472.c1	EB131	D02	E2	
T01-0395.e1	T01-0395.c1	EB131	C02	D2	
E01-0726.e1	E01-0726.c1	EB131	B06	C6	
T01-0394.e1	T01-0394.c1	EB131	C03	D3	
A01-1188.e1	A01-1188.c1	EB131	A01	NAB 147 B1	
H01-0972.e1	H01-0972.c1	EB131	D03	E3	
C01-0871.e1	C01-0871.c1	EB131	A07	B7	
A04-0653.e1	A04-0653.c1	EB131	C05	D5	
L01-0616.e1	L01-0616.c1	EB131	C04	D4	
V01-0009.e1	V01-0009.c1	EB131	B08	C8	
D01-0583.e1	D01-0583.c1	EB131	D05	E5	
J01-0524.e1	J01-0524.c1	EB131	D04	E4	
A01-1193.e1	A01-1193.c1	EB131	A06	B6	
V01-0004.e1	V01-0004.c1	EB131	B07	C7	
C01-0873.e1	C01-0873.c1	EB131	B01	C1	
E01-0725.e1	E01-0725.c1	EB131	B05	C5	
E01-0724.e1	E01-0724.c1	EB131	B04	C4	
N03-0582.e1	N03-0582.c1	EB131	C08	D8	
A01-1189.e1	A01-1189.c1	EB131	A02	B2	
M03-0500.e1	M03-0500.c1	EB131	D08	E8	
R02-0528.e1	R02-0528.c1	EB131	D01	E1	
A01-1190.e1	A01-1190.c1	EB131	A03	B3	
M04-0400.e1	M04-0400.c1	EB131	D07	E7	
G01-0615.e1	G01-0615.c1	EB131	C01	D1	
O01-0567.e1	O01-0567.c1	EB131	C07	D7	
