concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
A01-1095.c1	A01-1095	CB102	A04	
E01-0677.c1	E01-0677	CB102	D04	
A02-1362.c1	A02-1362	CB102	B03	
C01-0803.c1	C01-0803	CB102	C02	
C01-0801.c1	C01-0801	CB102	B06	
E01-0671.c1	E01-0671	CB102	C05	
C01-0802.c1	C01-0802	CB102	C01	
M04-0380.c1	M04-0380	CB102	D05	
A01-1096.c1	A01-1096	CB102	A05	
E01-0673.c1	E01-0673	CB102	D01	
A01-1092.c1	A01-1092	CB102	A01	
E01-0675.c1	E01-0675	CB102	D02	
A01-1093.c1	A01-1093	CB102	A02	
C01-0805.c1	C01-0805	CB102	C04	
E01-0672.c1	E01-0672	CB102	C06	
A02-1364.c1	A02-1364	CB102	B05	
A01-1098.c1	A01-1098	CB102	B01	
C01-0804.c1	C01-0804	CB102	C03	
A02-1361.c1	A02-1361	CB102	B02	
E01-0676.c1	E01-0676	CB102	D03	
A01-1094.c1	A01-1094	CB102	A03	
A02-1363.c1	A02-1363	CB102	B04	
N02-0541.c1	N02-0541	CB102	D06	
A01-1097.c1	A01-1097	CB102	A06	
D01-0563.c1	D01-0563	CB103	B03	
U01-0133.c1	U01-0133	CB103	B04	
M03-0496.c1	M03-0496	CB103	B01	
J01-0509.c1	J01-0509	CB103	A05	
A04-0605.c1	A04-0605	CB103	A04	
L01-0619.c1	L01-0619	CB103	A03	
Q01-0586.c1	Q01-0586	CB103	A01	
K01-0513.c1	K01-0513	CB103	A06	
R02-0513.c1	R02-0513	CB103	B02	
O01-0546.c1	O01-0546	CB103	A02	
