extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
C01-0801.e1	C01-0801.c1	EB103	B04	D4	
A02-1361.e1	A02-1361.c1	EB103	A08	C8	
R02-0513.e1	R02-0513.c1	EB103	D08	F8	
A01-1098.e1	A01-1098.c1	EB103	A07	C7	
M03-0496.e1	M03-0496.c1	EB103	D07	F7	
L01-0619.e1	L01-0619.c1	EB103	D03	F3	
A01-1094.e1	A01-1094.c1	EB103	A03	C3	
K01-0513.e1	K01-0513.c1	EB103	D06	F6	
A01-1097.e1	A01-1097.c1	EB103	A06	C6	
A02-1362.e1	A02-1362.c1	EB103	B01	D1	
C01-0802.e1	C01-0802.c1	EB103	B05	D5	
U01-0133.e1	U01-0133.c1	EB103	E02	G2	
E01-0677.e1	E01-0677.c1	EB103	C06	E6	
N02-0541.e1	N02-0541.c1	EB103	C08	E8	
A02-1363.e1	A02-1363.c1	EB103	B02	D2	
E01-0673.e1	E01-0673.c1	EB103	C03	E3	
D01-0563.e1	D01-0563.c1	EB103	E01	G1	
M04-0380.e1	M04-0380.c1	EB103	C07	E7	
Q01-0586.e1	Q01-0586.c1	EB103	D01	F1	
A01-1092.e1	A01-1092.c1	EB103	A01	NAB 142 C1	
A01-1096.e1	A01-1096.c1	EB103	A05	C5	
J01-0509.e1	J01-0509.c1	EB103	D05	F5	
E01-0675.e1	E01-0675.c1	EB103	C04	E4	
A01-1093.e1	A01-1093.c1	EB103	A02	C2	
O01-0546.e1	O01-0546.c1	EB103	D02	F2	
C01-0805.e1	C01-0805.c1	EB103	B08	D8	
E01-0672.e1	E01-0672.c1	EB103	C02	E2	
A02-1364.e1	A02-1364.c1	EB103	B03	D3	
C01-0804.e1	C01-0804.c1	EB103	B07	D7	
A04-0605.e1	A04-0605.c1	EB103	D04	F4	
A01-1095.e1	A01-1095.c1	EB103	A04	C4	
E01-0671.e1	E01-0671.c1	EB103	C01	E1	
E01-0676.e1	E01-0676.c1	EB103	C05	E5	
C01-0803.e1	C01-0803.c1	EB103	B06	D6	
