extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
R02-1034.e1	R02-1034.c1	EB267	C02	D2	
D01-1031.e1	D01-1031.c1	EB267	C05	D5	
A02-3050.e1	A02-3050.c1	EB267	D01	E1	
Q01-1035.e1	Q01-1035.c1	EB267	B08	C8	
C01-1319.e1	C01-1319.c1	EB267	A07	B7	
T01-1010.e1	T01-1010.c1	EB267	C03	D3	
A01-1615.e1	A01-1615.c1	EB267	A04	B4	
A01-1617.e1	A01-1617.c1	EB267	A06	B6	
A02-4051.e1	A02-4051.c1	EB267	D05	E5	
C01-1320.e1	C01-1320.c1	EB267	A08	B8	
A02-4050.e1	A02-4050.c1	EB267	D02	E2	
H01-1041.e1	H01-1041.c1	EB267	C01	D1	
G01-1019.e1	G01-1019.c1	EB267	B04	C43	
W01-1022.e1	W01-1022.c1	EB267	B06	C6	
A02-2051.e1	A02-2051.c1	EB267	D03	E3	
K01-1015.e1	K01-1015.c1	EB267	B07	C7	
A02-2050.e1	A02-2050.c1	EB267	C08	D8	
U01-1009.e1	U01-1009.c1	EB267	B05	C5	
A01-1612.e1	A01-1612.c1	EB267	A01	NAB172 B1	
C01-1322.e1	C01-1322.c1	EB267	B02	C2	
A02-3052.e1	A02-3052.c1	EB267	D07	E7	
A02-3051.e1	A02-3051.c1	EB267	D04	E4	
A02-2052.e1	A02-2052.c1	EB267	D06	E6	
C01-1323.e1	C01-1323.c1	EB267	B03	C3	
C01-1321.e1	C01-1321.c1	EB267	B01	C1	
A01-1616.e1	A01-1616.c1	EB267	A05	B5	
A02-4052.e1	A02-4052.c1	EB267	D08	E8	
A01-1613.e1	A01-1613.c1	EB267	A02	B2	
A01-1614.e1	A01-1614.c1	EB267	A03	B3	
J01-1035.e1	J01-1035.c1	EB267	C04	D4	
F01-1024.e1	F01-1024.c1	EB267	C06	D6	
ODL6.e1	ODL6.c1	EB269	B06		
MR8.e1	MR8.c1	EB269	F09		
