extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
C01-0992.e1	C01-0992.c1	EB182	A07	I7	
U01-0152.e1	U01-0152.c1	EB182	D01	L1	
N02-0605.e1	N02-0605.c1	EB182	C02	K2	
R02-0556.e1	R02-0556.c1	EB182	C08	K8	
T01-0325.e1	T01-0325.c1	EB182	C06	K6	
A01-1356.e1	A01-1356.c1	EB182	A01	NAB 156 I1	
J01-0552.e1	J01-0552.c1	EB182	B05	J5	
A04-0683.e1	A04-0683.c1	EB182	B03	J3	
C01-0993.e1	C01-0993.c1	EB182	A08	I8	
A01-1357.e1	A01-1357.c1	EB182	A02	I2	
Q01-0632.e1	Q01-0632.c1	EB182	C07	K7	
D01-0618.e1	D01-0618.c1	EB182	D02	L2	
F01-0146.e1	F01-0146.c1	EB182	B04	J4	
M03-0533.e1	M03-0533.c1	EB182	C01	K1	
C01-0991.e1	C01-0991.c1	EB182	A06	I6	
A01-1359.e1	A01-1359.c1	EB182	A04	I4	
O01-0585.e1	O01-0585.c1	EB182	C05	K5	
K01-0555.e1	K01-0555.c1	EB182	C03	K3	
H01-1000.e1	H01-1000.c1	EB182	B06	J6	
C01-0995.e1	C01-0995.c1	EB182	B02	J2	
N03-0601.e1	N03-0601.c1	EB182	B08	J8	
C01-0994.e1	C01-0994.c1	EB182	B01	J1	
G01-0645.e1	G01-0645.c1	EB182	C04	K4	
A01-1360.e1	A01-1360.c1	EB182	A05	I5	
A01-1358.e1	A01-1358.c1	EB182	A03	I3	
M04-0424.e1	M04-0424.c1	EB182	B07	J7	
L01-0652.e1	L01-0652.c1	EB182	D03	L3	
