concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
C01-0691.c1	C01-0691	CB70	B02	
D01-0536.c1	D01-0536	CB70	C01	
C01-0695.c1	C01-0695	CB70	B06	
G01-0500.c1	G01-0500	CB70	D03	
K01-0376.c1	K01-0376	CB70	C04	
C01-0692.c1	C01-0692	CB70	B03	
N03-0468.c1	N03-0468	CB70	D02	
R02-0459.c1	R02-0459	CB70	D05	
A01-0943.c1	A01-0943	CB70	A01	
A01-0946.c1	A01-0946	CB70	A04	
C01-0694.c1	C01-0694	CB70	B05	
N02-0352.c1	N02-0352	CB70	D01	
J01-0412.c1	J01-0412	CB70	C03	
Q01-0510.c1	Q01-0510	CB70	D04	
A01-0947.c1	A01-0947	CB70	A05	
C01-0693.c1	C01-0693	CB70	B04	
H01-0934.c1	H01-0934	CB70	C02	
A04-0576.c1	A04-0576	CB70	B01	
M03-0378.c1	M03-0378	CB70	C06	
L01-0561.c1	L01-0561	CB70	C05	
A01-0948.c1	A01-0948	CB70	A06	
A01-0944.c1	A01-0944	CB70	A02	
A01-0945.c1	A01-0945	CB70	A03	
