extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
C01-0694.e1	C01-0694.c1	EB70	B03	H3	
R02-0459.e1	R02-0459.c1	EB70	C07	I7	
N03-0468.e1	N03-0468.c1	EB70	C04	I4	
C01-0693.e1	C01-0693.c1	EB70	B02	H2	
L01-0561.e1	L01-0561.c1	EB70	C01	I1	
H01-0934.e1	H01-0934.c1	EB70	B06	H6	
A01-0946.e1	A01-0946.c1	EB70	A04	G4	
A01-0943.e1	A01-0943.c1	EB70	A01	NAB-136 G1	
A04-0576.e1	A04-0576.c1	EB70	A07	G7	
C01-0692.e1	C01-0692.c1	EB70	B01	H1	
M03-0378.e1	M03-0378.c1	EB70	C02	I2	
Q01-0510.e1	Q01-0510.c1	EB70	C06	I6	
C01-0695.e1	C01-0695.c1	EB70	B04	H4	
J01-0412.e1	J01-0412.c1	EB70	B07	H7	
N02-0352.e1	N02-0352.c1	EB70	C03	I3	
A01-0945.e1	A01-0945.c1	EB70	A03	G3	
A01-0948.e1	A01-0948.c1	EB70	A06	G6	
A01-0944.e1	A01-0944.c1	EB70	A02	G2	
D01-0536.e1	D01-0536.c1	EB70	B05	H5	
K01-0376.e1	K01-0376.c1	EB70	B08	H8	
C01-0691.e1	C01-0691.c1	EB70	A08	G8	
A01-0947.e1	A01-0947.c1	EB70	A05	G5	
G01-0500.e1	G01-0500.c1	EB70	C05	I5	
