concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
C01-1270.c1	C01-1270	CB229	D02	
C01-1269.c1	C01-1269	CB229	C02	
L01-1011.c1	L01-1011	CB229	C05	
G01-1006.c1	G01-1006	CB229	B06	
H01-1025.c1	H01-1025	CB229	D05	
A01-1531.c1	A01-1531	CB229	B02	
C01-1271.c1	C01-1271	CB229	A03	
J01-1018.c1	J01-1018	CB229	D06	
W02-1000.c1	W02-1000	CB229	B05	
Q01-1019.c1	Q01-1019	CB229	C06	
U01-0169.c1	U01-0169	CB229	A06	
F01-1009.c1	F01-1009	CB229	D03	
C01-1273.c1	C01-1273	CB229	C03	
W01-1006.c1	W01-1006	CB229	A05	
C01-1272.c1	C01-1272	CB229	B03	
A01-1530.c1	A01-1530	CB229	A02	
A01-1526.c1	A01-1526	CB229	A01	
K01-0482.c1	K01-0482	CB229	A04	
T01-0301.c1	T01-0301	CB229	C04	
T01-0302.c1	T01-0302	CB229	D04	
A01-1529.c1	A01-1529	CB229	D01	
A01-1528.c1	A01-1528	CB229	C01	
Q01-1018.c1	Q01-1018	CB229	B04	
A01-1527.c1	A01-1527	CB229	B01	
W02-1001.c1	W02-1001	CB232	C01	
J01-1020.c1	J01-1020	CB232	B01	
P01-1014.c1	P01-1014	CB232	A01	
M03-1013.c1	M03-1013	CB230	D02	
A04-0588.c1	A04-0588	CB230	C02	
A04-0589.c1	A04-0589	CB230	B02	
R02-1019.c1	R02-1019	CB230	A01	
P01-1013.c1	P01-1013	CB230	A03	
O01-1006.c1	O01-1006	CB230	D01	
N02-1004.c1	N02-1004	CB230	C01	
J01-1019.c1	J01-1019	CB230	B03	
N03-1002.c1	N03-1002	CB230	B01	
M04-1004.c1	M04-1004	CB230	A02	
M04-1006.c1	M04-1006	CB233	B06	
O01-1008.c1	O01-1008	CB233	C05	
P01-1015.c1	P01-1015	CB233	D05	
C01-1212.c1	C01-1212	CB233	D02	
C01-1211.c1	C01-1211	CB233	C02	
H01-1027.c1	H01-1027	CB233	D06	
D01-1017.c1	D01-1017	CB233	C06	
L01-1013.c1	L01-1013	CB233	B05	
C01-1210.c1	C01-1210	CB233	B02	
C01-1213.c1	C01-1213	CB233	A03	
Q01-1020.c1	Q01-1020	CB233	D03	
J01-1021.c1	J01-1021	CB233	C03	
M03-1015.c1	M03-1015	CB233	A06	
C01-1214.c1	C01-1214	CB233	B03	
A01-1542.c1	A01-1542	CB233	A02	
N02-1010.c1	N02-1010	CB233	A05	
U01-0154.c1	U01-0154	CB233	A04	
A01-1538.c1	A01-1538	CB233	A01	
A01-1541.c1	A01-1541	CB233	D01	
A01-1540.c1	A01-1540	CB233	C01	
W01-1008.c1	W01-1008	CB233	C04	
R02-1021.c1	R02-1021	CB233	D04	
A01-1539.c1	A01-1539	CB233	B01	
N03-1003.c1	N03-1003	CB233	B04	
F01-1011.c1	F01-1011	CB234	C02	
G01-1008.c1	G01-1008	CB234	C01	
Q01-1021.c1	Q01-1021	CB234	D01	
A04-0585.c1	A04-0585	CB234	A01	
K01-0463.c1	K01-0463	CB234	B02	
D01-1018.c1	D01-1018	CB234	A02	
T01-0303.c1	T01-0303	CB234	B01	
A01-1533.c1	A01-1533	CB231	B01	
U01-0178.c1	U01-0178	CB231	B04	
A01-1535.c1	A01-1535	CB231	D01	
A01-1534.c1	A01-1534	CB231	C01	
M03-1014.c1	M03-1014	CB231	C04	
N02-1005.c1	N02-1005	CB231	D04	
R02-1020.c1	R02-1020	CB231	A04	
A01-1532.c1	A01-1532	CB231	A01	
C01-1277.c1	C01-1277	CB231	B03	
A01-1536.c1	A01-1536	CB231	A02	
K01-0486.c1	K01-0486	CB231	A05	
M04-1005.c1	M04-1005	CB231	D03	
C01-1278.c1	C01-1278	CB231	C03	
O01-1007.c1	O01-1007	CB231	A06	
L01-1012.c1	L01-1012	CB231	D06	
W01-1007.c1	W01-1007	CB231	B05	
F01-1010.c1	F01-1010	CB231	C06	
A01-1537.c1	A01-1537	CB231	B02	
C01-1276.c1	C01-1276	CB231	A03	
A04-0587.c1	A04-0587	CB231	B06	
G01-1007.c1	G01-1007	CB231	C05	
H01-1026.c1	H01-1026	CB231	D05	
C01-1275.c1	C01-1275	CB231	D02	
C01-1274.c1	C01-1274	CB231	C02	
