Asset Tag ID,Description,Sample Collection Method,Sample Collection By,Sample Retrieved Date/Time,Sample Collection Start,Sample Collection End,Sample Received By,Sample Received Date,Assay Date,Comments,Sample pH (Lab),"Control, Process (Type)","Control, Internal (Type)",Sample QC Check,Assay Target 1,Assay Target 1 Result (CN/L),Assay Target 2,Assay Target 2 Result (CN/L),Sample Flow (MGD),Status: WaTCH,Event Type,Site,Location,Category,Department
A03-0371,TO BE REMOVED,,,,,,,,,,,,,,,,,,,Processing,,,,,
M01-0029,TO BE REMOVED,,,,,,,,,,,,,,,,,,,Processing,,,,,
C01-034,TO BE REMOVED,,,,,,,,,,,,,,,,,,,Processing,,,,,
M04-036,TO BE REMOVED,,,,,,,,,,,,,,,,,,,Processing,,,,,
C1-0188,TO BE REMOVED,,,,,,,,,,,,,,,,,,,Processing,,,,,
A03-0025,TO BE REMOVED,,,,,,,,,,,,,,,,,,,Unknown,,,,Sample,
M04-0351,G,Composite,,09/23/2024 08:30 AM,09/22/2024 08:30 AM,09/23/2024 08:30 AM,AJ,09/25/2024,,,,,,Pass,,,,,0.068,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M03-0479,G,,,10/01/2024 08:00 AM,09/30/2024 08:00 AM,10/01/2024 08:00 AM,AJ,10/02/2024,,,,,,Pass,,,,,0.215,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M04-0379,G,Composite,,10/07/2024 09:00 AM,10/06/2024 09:00 AM,10/07/2024 09:00 AM,AJ,10/10/2024,,,,,,Pass,,,,,0.065,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M03-0478,G,Composite,,10/09/2024 09:00 AM,10/08/2024 09:00 AM,10/09/2024 09:00 AM,AJ,10/10/2024,,,,,,Pass,,,,,0.157,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M03-0477,G,Composite,,10/14/2024 09:00 AM,10/13/2024 09:00 AM,10/14/2024 09:00 AM,AJ,10/16/2024,,,,,,Pass,,,,,0.133,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M04-0378,G,Composite,,10/14/2024 08:30 AM,10/13/2024 08:30 AM,10/14/2024 08:30 AM,AJ,10/16/2024,,,,,,Pass,,,,,0.071,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M03-0480,G,Composite,,10/22/2024 08:00 AM,10/21/2024 08:00 AM,10/22/2024 08:00 AM,AJ,10/22/2024,,,,,,Pass,,,,,0.139,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M03-0476,G,Composite,,10/29/2024 08:00 AM,10/28/2024 08:00 AM,10/29/2024 08:00 AM,AJ,10/30/2024,,,,,,Pass,,,,,0.115,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M04-0377,G,Composite,,10/21/2024 08:30 AM,10/20/2024 08:30 AM,10/21/2024 08:30 AM,AJ,11/14/2024,,,,,,Pass,,,,,0.089,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M04-0376,G,Composite,,11/11/2024 08:30 AM,11/10/2024 08:30 AM,11/11/2024 08:30 AM,AJ,11/14/2024,,,,,,Pass,,,,,0.111,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M03-0494,G,Composite,,11/12/2024 08:00 AM,11/11/2024 08:00 AM,11/12/2024 08:00 AM,AJ,11/14/2024,,,,,,Pass,,,,,0.285,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M04-0380,G,Composite,,11/18/2024 08:30 AM,11/17/2024 08:30 AM,11/18/2024 08:30 AM,AJ,11/20/2024,,,,,,Pass,,,,,0.095,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M03-0496,G,Composite,,11/19/2024 08:00 AM,11/18/2024 08:00 AM,11/19/2024 08:00 AM,AJ,11/20/2024,,,,,,Pass,,,,,0.130,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M03-0497,G,Composite,,11/26/2024 08:00 AM,11/25/2024 08:00 AM,11/26/2024 08:00 AM,AJ,12/02/2024,,,,,,Pass,,,,,0.141,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M04-0393,G,Composite,,12/02/2024 08:00 AM,12/01/2024 08:00 AM,12/02/2024 08:00 AM,AJ,12/05/2024,,,,,,Pass,,,,,0.080,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M03-0498,G,Composite,,12/03/2024 08:00 AM,12/02/2024 08:00 AM,12/03/2024 08:00 AM,AJ,12/05/2024,,,,,,Pass,,,,,0.140,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M04-0391,G,Composite,,12/09/2024 08:30 AM,12/08/2024 08:30 AM,12/09/2024 08:30 AM,AJ,12/11/2024,,,,,,Pass,,,,,0.067,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M03-0495,G,Composite,,12/10/2024 08:00 AM,12/09/2024 08:00 AM,12/10/2024 08:00 AM,AJ,12/11/2024,,,,,,Pass,,,,,0.313,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M03-0492,G,Composite,,12/17/2024 08:00 AM,12/16/2024 08:00 AM,12/17/2024 08:00 AM,AJ,12/18/2024,,,,,,Pass,,,,,0.417,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M03-0489,G,Composite,,12/31/2024 08:00 AM,12/30/2024 08:00 AM,12/31/2024 08:00 AM,AJ,01/16/2025,,,,,,Pass,,,,,0.169,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M03-0490,G,Composite,,01/20/2025 08:00 AM,01/19/2025 08:00 AM,01/20/2025 08:00 AM,AJ,01/23/2025,,,,,,Pass,,,,,0.260,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M03-0491,G,Composite,,01/27/2025 08:00 AM,01/26/2025 08:00 AM,01/27/2025 08:00 AM,AJ,01/29/2025,,,,,,Pass,,,,,0.178,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M03-0507,G,Composite,,02/03/2025 08:00 AM,02/02/2025 08:00 AM,02/03/2025 08:00 AM,AJ,02/06/2025,,,,,,Pass,,,,,0.380,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M04-0397,G,Composite,,02/03/2025 08:00 AM,02/02/2025 08:00 AM,02/03/2025 08:00 AM,AJ,02/06/2025,,,,,,Pass,,,,,0.260,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M04-0395,G,Composite,,01/27/2025 09:00 AM,01/26/2025 09:00 AM,01/27/2025 09:00 AM,AJ,02/06/2025,,,,,,Pass,,,,,0.117,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M03-0503,G,Composite,,02/10/2025 08:00 AM,02/09/2025 08:00 AM,02/10/2025 08:00 AM,AJ,02/13/2025,,,,,,Pass,,,,,0.521,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M03-0501,G,Composite,,02/24/2025 08:00 AM,02/23/2025 08:00 AM,02/24/2025 08:00 AM,AJ,02/27/2025,,,,,,Pass,,,,,0.245,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M03-0504,G,Composite,,03/03/2025 08:00 AM,03/02/2025 08:00 AM,03/03/2025 08:00 AM,AJ,03/06/2025,,,,,,Pass,,,,,0.202,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M04-0401,G,Composite,,03/03/2025 08:00 AM,03/02/2025 08:00 AM,03/03/2025 08:00 AM,AJ,03/13/2025,,,,,,Pass,,,,,0.087,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M04-0400,G,Composite,,03/10/2025 08:30 AM,03/09/2025 08:30 AM,03/10/2025 08:30 AM,AJ,03/13/2025,,,,,,Pass,,,,,0.097,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M03-0500,G,Composite,,03/10/2025 08:00 AM,03/09/2025 08:00 AM,03/10/2025 08:00 AM,AJ,03/13/2025,,,,,,Pass,,,,,0.180,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M04-0398,G,Composite,,03/17/2025 09:00 AM,03/16/2025 09:00 AM,03/17/2025 09:00 AM,AJ,03/20/2025,,,,,,Pass,,,,,0.079,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M03-0506,G,Composite,,03/17/2025 09:00 AM,03/16/2025 09:00 AM,03/17/2025 09:00 AM,AJ,03/20/2025,,,,,,Pass,,,,,0.320,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M04-0403,G,Composite,,03/24/2025 08:30 AM,03/23/2025 08:30 AM,03/24/2025 08:30 AM,AJ,03/27/2025,,,,,,Pass,,,,,0.089,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M03-0502,G,Composite,,03/24/2025 08:00 AM,03/23/2025 08:00 AM,03/24/2025 08:00 AM,AJ,03/27/2025,,,,,,Pass,,,,,0.189,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M03-0517,G,Composite,,03/31/2025 08:00 AM,03/30/2025 08:00 AM,03/31/2025 08:00 AM,AJ,04/03/2025,,,,,,Pass,,,,,0.331,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M04-0404,G,Composite,,03/31/2025 08:00 AM,03/30/2025 08:00 AM,03/31/2025 08:00 AM,AJ,04/03/2025,,,,,,Pass,,,,,0.102,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M03-0516,G,Composite,,04/07/2025 08:00 AM,04/06/2025 08:00 AM,04/07/2025 08:00 AM,AJ,04/11/2025,,,,,,Pass,,,,,0.886,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M04-0402,G,Composite,,04/07/2025 08:30 AM,04/06/2025 08:30 AM,04/07/2025 08:30 AM,AJ,04/11/2025,,,,,,Pass,,,,,0.440,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M03-0512,G,Composite,,04/14/2025 08:00 AM,04/13/2025 08:00 AM,04/14/2025 08:00 AM,AJ,04/17/2025,,,,,,Pass,,,,,0.229,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M04-0411,G,Composite,,04/14/2025 08:30 AM,04/13/2025 08:30 AM,04/14/2025 08:30 AM,AJ,04/17/2025,,,,,,Pass,,,,,0.099,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M03-0511,G,Composite,,04/21/2025 08:00 AM,04/20/2025 08:00 AM,04/21/2025 08:00 AM,AJ,04/24/2025,,,,,,Pass,,,,,0.204,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M04-0413,G,Composite,,04/21/2025 08:05 AM,04/20/2025 08:05 AM,04/21/2025 08:05 AM,AJ,04/24/2025,,,,,,Pass,,,,,0.067,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M03-0513,G,Composite,,04/28/2025 08:30 AM,04/27/2025 08:30 AM,04/28/2025 08:30 AM,AJ,05/01/2025,,,,,,Pass,,,,,0.179,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M04-0409,G,Composite,,05/05/2025 08:00 AM,05/04/2025 08:00 AM,05/05/2025 08:00 AM,AJ,05/08/2025,,,,,,Pass,,,,,0.075,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M03-0509,G,Composite,,05/05/2025 08:00 AM,05/04/2025 08:00 AM,05/05/2025 08:00 AM,AJ,05/08/2025,,,,,,Pass,,,,,0.259,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M04-0407,G,Composite,,05/19/2025 08:00 AM,05/18/2025 08:00 AM,05/19/2025 08:00 AM,EM,05/21/2025,,,,,,Pass,,,,,0.08,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M03-0515,G,Composite,,05/19/2025 08:00 AM,05/18/2025 08:00 AM,05/19/2025 08:00 AM,EM,05/21/2025,,,,,,Pass,,,,,0.175,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M03-0508,G,Composite,,05/12/2025 08:00 AM,05/11/2025 08:00 AM,05/12/2025 08:00 AM,EM,05/21/2025,,,,,,Pass,,,,,0.195,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M04-0406,G,Composite,,05/12/2025 08:00 AM,05/11/2025 08:00 AM,05/12/2025 08:00 AM,EM,05/21/2025,,"Date listed as 8/12, assumed meant 5/12",,,,Pass,,,,,0.089,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M04-0414,G,Composite,,05/26/2025 08:15 AM,05/25/2025 08:00 AM,05/26/2025 08:00 AM,BB,05/29/2025,,,,,,Pass,,,,,0.062,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M03-0510,G,Composite,,05/26/2025 08:00 AM,05/25/2025 08:00 AM,05/26/2025 08:00 AM,BB,05/29/2025,,,,,,Pass,,,,,0.151,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M04-0412,G,Composite,,06/02/2025 08:00 AM,06/01/2025 08:00 AM,06/02/2025 08:00 AM,BB,06/04/2025,,,,,,Pass,,,,,0.378,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M03-0514,G,Composite,,06/02/2025 08:00 AM,06/01/2025 08:00 AM,06/02/2025 08:00 AM,BB,06/04/2025,,,,,,Pass,,,,,0.566,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M04-0410,G,Composite,,06/09/2025 08:35 AM,06/08/2025 08:30 AM,06/09/2025 08:30 AM,ID,06/10/2025,,,,,,Pass,,,,,0.167,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M03-0518,G,Composite,,06/09/2025 09:00 AM,06/08/2025 09:00 AM,06/09/2025 09:00 AM,"ID, BB",06/10/2025,,Had no QR code label so used next asset ID tag number,,,,Pass,,,,,0.371,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M04-0417,G,Composite,,07/07/2025 08:00 AM,07/06/2025 08:00 AM,07/07/2025 08:00 AM,AJ,07/09/2025,,,,,,Pass,,,,,0.081,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M03-0519,G,Composite,,07/07/2025 08:30 AM,07/06/2025 08:30 AM,07/07/2025 08:30 AM,AJ,07/09/2025,,,,,,Pass,,,,,0.185,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M03-0522,G,Composite,,07/14/2025 08:00 AM,07/13/2025 08:00 AM,07/14/2025 08:00 AM,BB,07/16/2025,,,,,,Pass,,,,,0.157,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M03-0525,G,Composite,,07/21/2025 08:00 AM,07/20/2025 08:00 AM,07/21/2025 08:00 AM,AJ,07/22/2025,,,,,,Pass,,,,,0.267,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M04-0418,G,Composite,,07/21/2025 08:00 AM,07/20/2025 08:00 AM,07/21/2025 08:00 AM,AJ,07/22/2025,,,,,,Pass,,,,,0.098,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M04-0420,G,Composite,,07/28/2025 08:00 AM,07/27/2025 08:00 AM,07/28/2025 08:00 AM,AJ,07/29/2025,,,,,,Pass,,,,,0.117,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M03-0521,G,Composite,,07/28/2025 08:00 AM,07/27/2025 08:00 AM,07/28/2025 08:00 AM,AJ,07/29/2025,,,,,,Pass,,,,,0.199,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M04-0416,G,Composite,,08/04/2025 08:00 AM,08/03/2025 08:00 AM,08/04/2025 08:00 AM,ID,08/06/2025,,,,,,Pass,,,,,0.098,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M03-0526,G,Composite,,08/04/2025 08:00 AM,08/03/2025 08:00 AM,08/04/2025 08:00 AM,ID,08/06/2025,,,,,,Pass,,,,,0.156,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M03-0527,G,Composite,,08/11/2025 08:00 AM,08/10/2025 08:00 AM,08/11/2025 08:00 AM,AJ,08/14/2025,,,,,,Pass,,,,,0.125,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M03-0520,G,Composite,,08/18/2025 08:00 AM,08/17/2025 08:00 AM,08/18/2025 08:00 AM,AJ,08/21/2025,,,,,,Pass,,,,,0.155,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M04-0421,G,Composite,,08/18/2025 08:00 AM,08/17/2025 08:00 AM,08/18/2025 08:00 AM,AJ,08/21/2025,,,,,,Pass,,,,,0.096,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M03-0524,G,Composite,,08/25/2025 08:00 AM,08/24/2025 08:00 AM,08/25/2025 08:00 AM,AJ,08/28/2025,,,,,,Pass,,,,,0.151,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M04-0415,G,Composite,,08/25/2025 07:00 AM,08/24/2025 07:00 AM,08/25/2025 07:00 AM,AJ,08/28/2025,,,,,,Pass,,,,,0.071,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M03-0523,G,Composite,,09/02/2025 08:00 AM,09/01/2025 08:00 AM,09/02/2025 08:00 AM,AJ,09/04/2025,,,,,,Pass,,,,,0.135,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M03-0532,G,Composite,,09/08/2025 09:00 AM,09/07/2025 09:00 AM,09/08/2025 09:00 AM,LS,09/11/2025,,,,,,Pass,,,,,0.12,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M04-0419,G,Composite,,09/08/2025 08:30 AM,09/07/2025 08:00 AM,09/08/2025 08:00 AM,LS,09/11/2025,,,,,,Pass,,,,,0.126,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M03-0536,g,Composite,,09/15/2025 08:00 AM,09/14/2025 08:00 AM,09/15/2025 08:00 AM,LS,09/18/2025,,,,,,Pass,,,,,0.118,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M04-0423,g,Composite,,09/15/2025 08:00 AM,09/14/2025 08:00 AM,09/15/2025 08:00 AM,LS,09/18/2025,,,,,,Pass,,,,,0.068,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M04-0424,G,Composite,,09/22/2025 08:00 AM,09/21/2025 08:00 AM,09/22/2025 08:00 AM,LS,09/25/2025,,,,,,Pass,,,,,0.065,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M03-0533,G,Composite,,09/22/2025 08:00 AM,09/21/2025 08:00 AM,09/22/2025 08:00 AM,LS,09/25/2025,,,,,,Pass,,,,,0.116,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M03-0531,G,Composite,,09/28/2025 08:00 AM,09/27/2025 08:00 AM,09/28/2025 08:00 AM,LS,10/02/2025,,,,,,Pass,,,,,0.138,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M03-0535,G,Composite,,10/07/2025 08:00 AM,10/05/2025 08:00 AM,10/06/2025 08:00 AM,LS,10/09/2025,,,,,,Pass,,,,,0.122,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M04-0405,G,Composite,,10/06/2025 08:00 AM,10/05/2025 08:30 AM,10/06/2025 08:30 AM,LS,10/09/2025,,,,,,Pass,,,,,0.068,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M03-0537,G,Composite,,10/13/2025 09:00 AM,10/12/2025 08:00 AM,10/13/2025 08:00 AM,LS,10/16/2025,,,,,,Pass,,,,,0.131,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M04-0408,G,Composite,,10/13/2025 08:15 AM,10/12/2025 08:00 AM,10/13/2025 08:00 AM,LS,10/16/2025,,,,,,Pass,,,,,0.068,,Routine Surveillance,Marion,FarmingtonWWTP-01,Sample,WWTP
M03-0538,G,Composite,,10/20/2025 08:00 AM,10/19/2025 08:00 AM,10/20/2025 08:00 AM,LS,10/23/2025,,,,,,Pass,,,,,0.272,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M03-0530,G,Composite,,10/27/2025 08:00 AM,10/26/2025 08:00 AM,10/27/2025 08:00 AM,AJ,10/30/2025,,,,,,Pass,,,,,0.145,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
M03-0534,G,Composite,,11/03/2025 08:00 AM,11/02/2025 08:00 AM,11/03/2025 08:00 AM,LS,11/06/2025,,,,,,Pass,,,,,0.158,,Routine Surveillance,Marion,ManningtonWWTP-01,Sample,WWTP
O01-0489,G,Composite,,08/05/2024 08:00 AM,08/04/2024 08:00 AM,08/05/2024 08:00 AM,AJ,08/07/2024,,,,,,Pass,,,,,0.47,,Routine Surveillance,Taylor,GraftonWWTP-01,Sample,WWTP
O01-0504,G,Composite,,08/12/2024 08:00 AM,08/11/2024 08:00 AM,08/12/2024 08:00 AM,AJ,08/13/2024,,,,,,Pass,,,,,0.47,,Routine Surveillance,Taylor,GraftonWWTP-01,Sample,WWTP
O01-0500,G,Composite,,08/19/2024 08:10 AM,08/18/2024 08:10 AM,08/19/2024 08:10 AM,AJ,08/20/2024,,,,,,Pass,,,,,0.55,,Routine Surveillance,Taylor,GraftonWWTP-01,Sample,WWTP
O01-0490,G,Composite,,08/26/2024 08:00 AM,08/25/2024 08:00 AM,08/26/2024 08:00 AM,AJ,08/27/2024,,,,,,Pass,,,,,0.49,,Routine Surveillance,Taylor,GraftonWWTP-01,Sample,WWTP
O01-0498,G,Composite,,09/02/2024 08:00 AM,09/01/2024 08:00 AM,09/02/2024 08:00 AM,AJ,09/04/2024,,,,,,Pass,,,,,0.54,,Routine Surveillance,Taylor,GraftonWWTP-01,Sample,WWTP
O01-0486,G,Composite,,09/09/2024 08:00 AM,09/08/2024 08:00 AM,09/09/2024 08:00 AM,AJ,09/11/2024,,,,,,Pass,,,,,0.41,,Routine Surveillance,Taylor,GraftonWWTP-01,Sample,WWTP
O01-0499,G,Composite,,09/16/2024 08:00 AM,09/15/2024 08:00 AM,09/16/2024 08:00 AM,AJ,09/19/2024,,,,,,Pass,,,,,0.41,,Routine Surveillance,Taylor,GraftonWWTP-01,Sample,WWTP
O01-0494,G,Composite,,09/23/2024 08:00 AM,09/22/2024 08:00 AM,09/23/2024 08:00 AM,AJ,09/25/2024,,,,,,Pass,,,,,0.35,,Routine Surveillance,Taylor,GraftonWWTP-01,Sample,WWTP
O01-0496,G,Composite,,09/30/2024 08:00 AM,09/29/2024 08:00 AM,09/30/2024 08:00 AM,AJ,10/02/2024,,,,,,Pass,,,,,0.78,,Routine Surveillance,Taylor,GraftonWWTP-01,Sample,WWTP
O01-0535,G,Composite,,10/07/2024 08:00 AM,10/06/2024 08:00 AM,10/07/2024 08:00 AM,AJ,10/10/2024,,,,,,Pass,,,,,0.50,,Routine Surveillance,Taylor,GraftonWWTP-01,Sample,WWTP
O01-0534,G,Composite,,10/15/2024 08:00 AM,10/14/2024 08:00 AM,10/15/2024 08:00 AM,AJ,10/16/2024,,,,,,Pass,,,,,0.33,,Routine Surveillance,Taylor,GraftonWWTP-01,Sample,WWTP
O01-0531,G,Composite,,10/22/2024 08:00 AM,10/21/2024 08:00 AM,10/22/2024 08:00 AM,AJ,10/22/2024,,,,,,Pass,,,,,0.41,,Routine Surveillance,Taylor,GraftonWWTP-01,Sample,WWTP
O01-0533,G,Composite,,10/29/2024 08:00 AM,10/28/2024 08:00 AM,10/29/2024 08:00 AM,AJ,10/30/2024,,,,,,Pass,,,,,0.47,,Routine Surveillance,Taylor,GraftonWWTP-01,Sample,WWTP
O01-0532,G,Composite,,11/06/2024 08:00 AM,11/05/2024 08:00 AM,11/06/2024 08:00 AM,AJ,11/07/2024,,,,,,Pass,,,,,0.45,,Routine Surveillance,Taylor,GraftonWWTP-01,Sample,WWTP
O01-0222,G,Composite,,11/12/2024 08:00 AM,11/11/2024 08:00 AM,11/12/2024 08:00 AM,AJ,11/14/2024,,,,,,Pass,,,,,0.84,,Routine Surveillance,Taylor,GraftonWWTP-01,Sample,WWTP
O01-0546,G,Composite,,11/19/2024 08:00 AM,11/18/2024 08:00 AM,11/19/2024 08:00 AM,AJ,11/20/2024,,,,,,Pass,,,,,0.62,,Routine Surveillance,Taylor,GraftonWWTP-01,Sample,WWTP
O01-0544,G,Composite,,11/26/2024 08:00 AM,11/25/2024 08:00 AM,11/26/2024 08:00 AM,AJ,12/02/2024,,,,,,Pass,,,,,1.65,,Routine Surveillance,Taylor,GraftonWWTP-01,Sample,WWTP
O01-0547,G,Composite,,12/03/2024 08:00 AM,12/02/2024 08:00 AM,12/03/2024 08:00 AM,AJ,12/05/2024,,,,,,Pass,,,,,1.96,,Routine Surveillance,Taylor,GraftonWWTP-01,Sample,WWTP
O01-0545,G,Composite,,12/10/2024 08:00 AM,12/09/2024 08:00 AM,12/10/2024 08:00 AM,AJ,12/11/2024,,,,,,Pass,,,,,2.33,,Routine Surveillance,Taylor,GraftonWWTP-01,Sample,WWTP
O01-0548,G,Composite,,12/17/2024 08:00 AM,12/16/2024 08:00 AM,12/17/2024 08:00 AM,AJ,12/18/2024,,,,,,Pass,,,,,2.61,,Routine Surveillance,Taylor,GraftonWWTP-01,Sample,WWTP
O01-0551,G,Composite,,01/07/2025 08:00 AM,01/06/2025 08:00 AM,01/07/2025 08:00 AM,AJ,01/16/2025,,,,,,Pass,,,,,1.31,,Routine Surveillance,Taylor,GraftonWWTP-01,Sample,WWTP
O01-0549,G,Composite,,12/30/2024 08:00 AM,12/29/2024 08:00 AM,12/30/2024 08:00 AM,AJ,01/16/2025,,,,,,Pass,,,,,1.31,,Routine Surveillance,Taylor,GraftonWWTP-01,Sample,WWTP
O01-0550,G,Composite,,12/23/2024 08:00 AM,12/22/2024 08:00 AM,12/23/2024 08:00 AM,AJ,01/16/2025,,,,,,Pass,,,,,1.61,,Routine Surveillance,Taylor,GraftonWWTP-01,Sample,WWTP
O01-0528,G,Composite,,01/21/2025 08:00 AM,01/20/2025 08:00 AM,01/21/2025 08:00 AM,AJ,01/23/2025,,,,,,Pass,,,,,2.08,,Routine Surveillance,Taylor,GraftonWWTP-01,Sample,WWTP
O01-0505,G,Composite,,01/14/2025 08:00 AM,01/13/2025 08:00 AM,01/14/2025 08:00 AM,AJ,01/23/2025,,,,,,Pass,,,,,1.77,,Routine Surveillance,Taylor,GraftonWWTP-01,Sample,WWTP
O01-0310,G,Composite,,01/27/2025 08:00 AM,01/26/2025 08:00 AM,01/27/2025 08:00 AM,AJ,01/29/2025,,,,,,Pass,,,,,1.67,,Routine Surveillance,Taylor,GraftonWWTP-01,Sample,WWTP
O01-0323,G,Composite,,02/03/2025 08:00 AM,02/02/2025 08:00 AM,02/03/2025 08:00 AM,AJ,02/06/2025,,,,,,Pass,,,,,1.97,,Routine Surveillance,Taylor,GraftonWWTP-01,Sample,WWTP
O01-0563,G,Composite,,02/10/2025 08:00 AM,02/09/2025 08:00 AM,02/10/2025 08:00 AM,AJ,02/13/2025,,,,,,Pass,,,,,2.38,,Routine Surveillance,Taylor,GraftonWWTP-01,Sample,WWTP
O01-0562,G,Composite,,02/17/2025 08:00 AM,02/16/2025 08:00 AM,02/17/2025 08:00 AM,AJ,02/27/2025,,,,,,Pass,,,,,2.44,,Routine Surveillance,Taylor,GraftonWWTP-01,Sample,WWTP
