Asset Tag ID,Description,Sample Collection Method,Sample Collection By,Sample Retrieved Date/Time,Sample Collection Start,Sample Collection End,Sample Received By,Sample Received Date,Assay Date,Comments,Sample pH (Lab),"Control, Process (Type)","Control, Internal (Type)",Sample QC Check,Assay Target 1,Assay Target 1 Result (CN/L),Assay Target 2,Assay Target 2 Result (CN/L),Sample Flow (MGD),Status: WaTCH,Event Type,Site,Location,Category,Department
A03-0371,TO BE REMOVED,,,,,,,,,,,,,,,,,,,Processing,,,,,
M01-0029,TO BE REMOVED,,,,,,,,,,,,,,,,,,,Processing,,,,,
C01-034,TO BE REMOVED,,,,,,,,,,,,,,,,,,,Processing,,,,,
M04-036,TO BE REMOVED,,,,,,,,,,,,,,,,,,,Processing,,,,,
C1-0188,TO BE REMOVED,,,,,,,,,,,,,,,,,,,Processing,,,,,
A03-0025,TO BE REMOVED,,,,,,,,,,,,,,,,,,,Unknown,,,,Sample,
A02-0974,Sample ,Composite,GZ,01/23/2023 11:41 AM,01/21/2023 09:00 AM,01/23/2023 09:00 AM,,,,,,,,,,,,,,,,Monongalia,HonorsSummit-01,Sample,WVU Morgantown
A02-0975,Sample ,Composite,GZ,01/23/2023 11:54 AM,01/21/2023 09:00 AM,01/23/2023 09:00 AM,,,,,,,,,,,,,,,,Monongalia,NorthHighSt-02,Sample,WVU Morgantown
A02-0976,Sample ,Composite,GZ ,01/25/2023 09:58 AM,01/23/2023 09:00 AM,01/25/2023 09:00 AM,,,,,,,,,,,,,,,,Monongalia,MtValley-01,Sample,WVU Morgantown
A02-0977,Sample ,Composite,GZ,01/25/2023 10:15 AM,01/23/2023 09:00 AM,01/25/2023 09:00 AM,,,,,,,,,,,,,,,,Monongalia,Evansdale-01,Sample,WVU Morgantown
A02-0979,Sample,Composite,GZ,01/25/2023 10:27 AM,01/23/2023 09:00 AM,01/25/2023 09:00 AM,,,,,,,,,,,,,,,,Monongalia,TowersBB-01,Sample,WVU Morgantown
A02-0982,Sample ,Composite,GZ ,01/25/2023 10:47 AM,01/23/2023 09:00 AM,01/25/2023 09:00 AM,,,,,,,,,,,,,,,,Monongalia,OaklandE-02,Sample,WVU Morgantown
A02-0978,Sample ,Composite,GZ,01/25/2023 10:53 AM,01/23/2023 09:00 AM,01/25/2023 09:00 AM,,,,,,,,,,,,,,,,Monongalia,UPlace-01,Sample,WVU Morgantown
A02-0981,Samples ,Composite,GZ,01/25/2023 11:02 AM,01/23/2023 09:00 AM,01/25/2023 09:00 AM,,,,,,,,,,,,,,,,Monongalia,Seneca-01,Sample,WVU Morgantown
A02-0980,Sample ,Composite,GZ,01/25/2023 11:11 AM,01/23/2023 09:00 AM,01/25/2023 09:00 AM,,,,,,,,,,,,,,,,Monongalia,HonorsSummit-01,Sample,WVU Morgantown
A02-0983,Sample ,Composite,GZ,01/25/2023 11:26 AM,01/23/2023 09:00 AM,01/25/2023 09:00 AM,,,,,,,,,,,,,,,,Monongalia,NorthHighSt-02,Sample,WVU Morgantown
A02-1262,Sample ,Composite,GZ ,05/08/2023 10:22 AM,05/06/2023 09:00 AM,05/08/2023 09:00 AM,,,,,,,,,,,,,,,,Monongalia,MtValley-01,Sample,WVU Morgantown
A02-1263,Sample ,Composite,GZ,05/08/2023 10:44 AM,05/06/2023 09:00 AM,05/08/2023 09:00 AM,,,,,,,,,,,,,,,,Monongalia,TowersBB-01,Sample,WVU Morgantown
A02-1264,Sample ,Composite,GZ,05/08/2023 10:54 AM,05/06/2023 09:00 AM,05/08/2023 09:00 AM,,,,,,,,,,,,,,,,Monongalia,OaklandE-02,Sample,WVU Morgantown
A02-1265,Sample ,Composite,GZ,05/08/2023 11:05 AM,05/06/2023 09:00 AM,05/08/2023 09:00 AM,,,,,,,,,,,,,,,,Monongalia,UPlace-01,Sample,WVU Morgantown
A02-1266,Sample ,Composite,GZ,05/08/2023 11:11 AM,05/06/2023 09:00 AM,05/08/2023 09:00 AM,,,,,,,,,,,,,,,,Monongalia,Seneca-01,Sample,WVU Morgantown
A02-1267,Sample ,Composite,GZ,05/08/2023 11:17 AM,05/06/2023 09:00 AM,05/08/2023 09:00 AM,,,,,,,,,,,,,,,,Monongalia,HonorsSummit-01,Sample,WVU Morgantown
A02-1284,Sample,Composite,GZ,05/08/2023 11:29 AM,05/06/2023 09:00 AM,05/08/2023 09:00 AM,,,,,,,,,,,,,,,,Monongalia,NorthHighSt-02,Sample,WVU Morgantown
A02-1342,G,Composite,,09/03/2024 10:00 AM,08/31/2024 10:00 AM,08/31/2024 06:00 PM,AJ,09/04/2024,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumNE-01,Sample,WVU Morgantown
A02-1343,G,Composite,,09/03/2024 10:05 AM,08/31/2024 10:00 AM,08/31/2024 06:00 AM,AJ,09/04/2024,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumSE-01,Sample,WVU Morgantown
A02-1344,G,Composite,,09/03/2024 10:10 AM,08/31/2024 10:00 AM,08/31/2024 06:00 PM,AJ,09/04/2024,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumNW-01,Sample,WVU Morgantown
A02-1345,G,Composite,,09/03/2024 10:15 AM,08/31/2024 10:00 AM,08/31/2024 06:00 PM,AJ,09/04/2024,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumSW-01,Sample,WVU Morgantown
A02-1348,Sample ,Composite,GZ,09/09/2024 08:41 AM,09/07/2024 04:00 PM,09/07/2024 12:00 AM,AJ,09/09/2024,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumNW-01,Sample,WVU Morgantown
A02-1349,Sample ,Composite,Gz,09/09/2024 08:47 AM,09/07/2024 04:00 PM,09/07/2024 12:00 AM,AJ,09/09/2024,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumSW-01,Sample,WVU Morgantown
A02-1346,Sample ,Composite,Gz,09/09/2024 08:54 AM,09/07/2024 04:00 PM,09/07/2024 12:00 AM,AJ,09/09/2024,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumNE-01,Sample,WVU Morgantown
A02-1347,Sample ,Composite,GZ,09/09/2024 08:59 AM,09/07/2024 04:00 PM,09/07/2024 12:00 AM,AJ,09/09/2024,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumSE-01,Sample,WVU Morgantown
A02-1350,Sample ,Composite,GZ,09/23/2024 12:00 PM,09/21/2024 10:00 AM,09/21/2024 06:00 PM,AJ,09/25/2024,,,,,,Pass,,,,,4.82,,Mass-Gathering Event,Monongalia,StadiumSE-01,Sample,WVU Morgantown
A02-1351,Sample ,Composite,GZ,09/23/2024 12:11 PM,09/21/2024 10:00 AM,09/21/2024 06:00 PM,AJ,09/25/2024,,,,,,Pass,,,,,4.82,,Mass-Gathering Event,Monongalia,StadiumSE-01,Sample,WVU Morgantown
A02-1352,Sample ,Composite,Gz,09/23/2024 12:15 PM,09/21/2024 10:00 AM,09/21/2024 06:00 PM,AJ,09/25/2024,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumNW-01,Sample,WVU Morgantown
A02-1353,Sample ,Composite,Gz,09/23/2024 12:22 PM,09/21/2024 10:00 AM,09/21/2024 06:00 PM,,,,,,,,,,,,,,,Mass-Gathering Event,Monongalia,StadiumSW-01,Sample,WVU Morgantown
A02-1354,Sample ,Composite,Sample ,10/14/2024 10:15 AM,10/12/2024 06:00 PM,10/12/2024 12:00 AM,AJ,10/16/2024,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumNE-01,Sample,WVU Morgantown
A02-1355,Sample ,Composite,GZ ,10/14/2024 10:17 AM,10/12/2024 06:00 PM,10/14/2024 12:00 AM,AJ,10/16/2024,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumSE-01,Sample,WVU Morgantown
A02-1356,Sample ,Composite,GZ,10/14/2024 10:20 AM,10/12/2024 06:00 PM,10/12/2024 12:00 AM,AJ,10/16/2024,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumSE-01,Sample,WVU Morgantown
A02-1357,Sample ,Composite,GZ,10/14/2024 10:21 AM,10/12/2024 06:00 PM,10/12/2024 12:00 AM,AJ,10/16/2024,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumSW-01,Sample,WVU Morgantown
A02-1367,Sample ,Composite,GZ,10/21/2024 01:45 PM,10/19/2024 05:30 PM,10/19/2024 01:30 AM,AJ,10/22/2024,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumSE-01,Sample,WVU Morgantown
A02-1366,Sample ,Composite,GZ,10/21/2024 01:48 PM,10/19/2024 05:30 PM,10/19/2024 01:30 AM,AJ,10/22/2024,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumNE-01,Sample,WVU Morgantown
A02-1369,Coliseum,Composite,GZ,11/07/2024 09:00 AM,11/04/2024 05:30 PM,11/05/2024 01:30 AM,AJ,11/07/2024,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumNE-01,Sample,WVU Morgantown
A02-1361,Sample,Composite,gz,11/20/2024 03:00 PM,,11/16/2024 10:30 PM,AJ,11/21/2024,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumSW-01,Sample,WVU Morgantown
A02-1362,Sample,Composite,GZ,11/20/2024 03:00 PM,11/16/2024 02:30 PM,11/16/2024 10:30 PM,AJ,11/21/2024,,,,,,,,,,,,,Mass-Gathering Event,Monongalia,StadiumNE-01,Sample,WVU Morgantown
A02-1363,sample,Composite,,11/16/2024 03:30 PM,11/16/2024 02:30 PM,11/16/2024 10:30 PM,AJ,11/21/2024,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumSE-01,Sample,WVU Morgantown
A02-1364,sample,Composite,gz,11/16/2024 03:30 PM,11/16/2024 02:30 PM,11/16/2024 10:30 PM,aj,11/21/2024,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumNW-01,Sample,WVU Morgantown
A02-1358,Sample ,Composite,GZ,11/26/2024 12:02 PM,11/23/2024 10:30 AM,11/23/2024 09:30 PM,AJ,12/02/2024,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumNE-01,Sample,WVU Morgantown
A02-1360,Sample ,Composite,GZ,11/26/2024 12:04 PM,11/23/2024 10:30 AM,11/23/2024 09:30 PM,AJ,12/02/2024,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumNW-01,Sample,WVU Morgantown
A02-1359,Sample ,Composite,GZ,11/26/2024 12:06 PM,11/23/2024 10:30 AM,11/23/2024 09:30 PM,AJ,12/02/2024,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumSE-01,Sample,WVU Morgantown
A02-1370,sample,Composite,GZ,11/26/2024 01:00 PM,11/23/2024 10:30 AM,12/23/2024 09:30 PM,AJ,12/02/2024,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumSE-01,Sample,WVU Morgantown
A02-1380,Sample,Composite,GZ,12/10/2024 11:45 AM,12/06/2024 06:00 PM,12/07/2024 03:00 AM,AJ,12/11/2024,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,Coliseum-01,Sample,WVU Morgantown
A02-1372,G,Composite,,01/24/2025 10:30 AM,01/18/2025 03:00 PM,01/18/2025 11:00 AM,AJ,01/29/2025,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,Coliseum-01,Sample,WVU Morgantown
A02-1371,sample,Composite,,01/30/2025 10:00 AM,01/29/2025 05:00 PM,01/30/2025 01:00 AM,AJ,02/03/2025,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,Coliseum-01,Sample,WVU Morgantown
A02-1379,Sample,Composite,Gz,02/11/2025 09:09 AM,02/08/2025 03:00 PM,02/08/2025 11:00 PM,AJ,02/13/2025,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,Coliseum-01,Sample,WVU Morgantown
A02-1386,sample ,Composite,Gracie Moulton ,09/15/2025 08:08 AM,09/13/2025 01:30 PM,09/15/2025 09:30 PM,LS,09/18/2025,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumNE-01,Sample,WVU Morgantown
A02-1387,sample ,Composite,Gracie Moulton ,09/15/2025 08:14 AM,09/13/2025 01:30 PM,09/13/2025 09:30 PM,LS,09/18/2025,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumSE-01,Sample,WVU Morgantown
A02-1388,sample,Composite,Gracie Moulton,09/15/2025 08:19 AM,09/13/2025 01:30 PM,09/13/2025 09:30 PM,LS,09/18/2025,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumNW-01,Sample,WVU Morgantown
A02-1389,sample,Composite,Gracie Moulton ,09/15/2025 08:25 AM,09/13/2025 01:30 PM,09/13/2025 09:30 PM,LS,09/18/2025,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumSW-01,Sample,WVU Morgantown
A02-1390,sample,Composite,Gracie Moulton,09/29/2025 09:55 AM,09/27/2025 01:30 PM,09/27/2025 09:30 PM,LS,10/02/2025,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumNE-01,Sample,WVU Morgantown
A02-1391,sample ,Composite,Gracie Moulton ,09/29/2025 10:00 AM,09/27/2025 01:30 PM,09/27/2025 09:30 PM,LS,10/02/2025,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumSE-01,Sample,WVU Morgantown
A02-1392,sample,Composite,Gracie Moulton,09/29/2025 10:07 AM,09/27/2025 01:30 PM,09/27/2025 09:30 PM,LS,10/02/2025,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumNW-01,Sample,WVU Morgantown
A02-1393,sample,Composite,Gracie Moulton,09/29/2025 10:13 AM,09/27/2025 01:30 PM,09/27/2025 09:30 PM,LS,10/02/2025,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumSW-01,Sample,WVU Morgantown
A02-1394,sample,Composite,Gracie Moulton,10/27/2025 12:37 PM,10/25/2025 04:00 PM,10/25/2025 12:00 AM,AJ,10/30/2025,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumNE-01,Sample,WVU Morgantown
A02-1395,sample,Composite,Gracie Moulton ,10/27/2025 12:43 PM,10/25/2025 04:00 PM,10/25/2025 12:00 AM,AJ,10/30/2025,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumSE-01,Sample,WVU Morgantown
A02-1396,sample,Composite,Gracie Moulton ,10/27/2025 12:53 AM,10/25/2025 04:00 PM,10/25/2025 12:00 AM,AJ,10/30/2025,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumNW-01,Sample,WVU Morgantown
A02-1397,sample,Composite,Gracie Moulton ,10/27/2025 01:00 PM,10/25/2025 04:00 PM,10/25/2025 12:00 AM,AJ,10/30/2025,,,,,,Pass,,,,,,,Mass-Gathering Event,Monongalia,StadiumSW-01,Sample,WVU Morgantown
A02-1292,sample,Composite,Gracie Moulton,11/06/2025 02:50 PM,11/04/2025 05:00 PM,11/05/2025 01:00 AM,,,,,,,,,,,,,,,Mass-Gathering Event,Monongalia,Coliseum-01,Sample,WVU Morgantown
A02-1293,sample ,Composite,Gracie Moulton,11/07/2025 01:25 PM,11/06/2025 05:00 PM,11/06/2025 11:00 PM,,,,,,,,,,,,,,,Mass-Gathering Event,Monongalia,Coliseum-01,Sample,WVU Morgantown
A02-1301,sample,Composite,Gracie Moulton ,11/10/2025 10:29 AM,11/09/2025 01:00 PM,11/09/2025 08:00 PM,,,,,,,,,,,,,,,Mass-Gathering Event,Monongalia,Coliseum-01,Sample,WVU Morgantown
A02-1398,sample ,,Gracie Moulton ,11/10/2025 09:45 AM,11/08/2025 10:00 AM,11/08/2025 06:00 PM,,,,,,,,,,,,,,,Mass-Gathering Event,Monongalia,StadiumNE-01,Sample,WVU Morgantown
A02-1399,sample,Composite,Gracie Moulton,11/10/2025 09:55 AM,11/08/2025 10:00 AM,11/08/2025 06:00 PM,,,,,,,,,,,,,,,Mass-Gathering Event,Monongalia,StadiumSE-01,Sample,WVU Morgantown
A02-1400,sample,Composite,Gracie Moulton,11/10/2025 10:00 AM,11/08/2025 10:00 AM,11/08/2025 06:00 PM,,,,,,,,,,,,,,,Mass-Gathering Event,Monongalia,StadiumNW-01,Sample,WVU Morgantown
A02-1401,sample,Composite,Gracie Moulton,11/10/2025 10:03 AM,11/08/2025 10:00 AM,11/08/2025 06:00 AM,,,,,,,,,,,,,,,Mass-Gathering Event,Monongalia,StadiumSW-01,Sample,WVU Morgantown
A03-0164,TO BE REMOVED,,,,,,,,,,,,,,,,,,,Processing,,Monongalia,MorgantownHS-01,Sample,K-12
A03-0167,TO BE REMOVED,,,,,,,,,,,,,,,,,,,Processing,,Monongalia,SuncrestES-01,Sample,K-12
A03-0173,TO BE REMOVED,,,,,,,,,,,,,,,,,,,Processing,,Monongalia,NorthES-01,Sample,K-12
A03-0175,Sample,Composite,GZ,01/14/2022 02:43 PM,01/14/2022 06:00 AM,01/14/2022 02:00 PM,,,01/19/2022,,9.28,,,,SARS-CoV-2 N1,0,SARS-CoV-2 N2,7408.61409,,Complete,,Monongalia,SuncrestES-01,Sample,K-12
A03-0176,Sample,Composite,GZ,01/14/2022 03:25 PM,01/14/2022 06:00 AM,01/14/2022 02:00 PM,,,01/19/2022,,9.12,,,,SARS-CoV-2 N1,85050.72266,SARS-CoV-2 N2,128858.3806,,Complete,,Monongalia,MorgantownHS-01,Sample,K-12
A03-0181,Sample,Composite,Gz,01/14/2022 02:24 PM,01/14/2022 06:00 AM,01/14/2022 02:00 PM,,,01/19/2022,,9.06,,,,SARS-CoV-2 N1,7638.60706,SARS-CoV-2 N2,28015.03357,,Complete,,Monongalia,NorthES-01,Sample,K-12
A03-0182,Sample,Composite,Gz,01/14/2022 03:47 PM,01/14/2022 06:00 AM,01/14/2022 02:00 PM,,,01/19/2022,,7.69,,,,SARS-CoV-2 N1,6848.32756,SARS-CoV-2 N2,54817.97911,,Complete,,Monongalia,MountainviewES-01,Sample,K-12
A03-0253,A03-0253,Composite,GZ,03/11/2022 02:15 PM,03/09/2022 06:00 AM,03/09/2022 02:00 PM,,,03/18/2022,,7.39,,,,SARS-CoV-2 N1,0,SARS-CoV-2 N2,0,,Complete,,Monongalia,MorgantownHS-01,Sample,K-12
A03-0278,A03-0278,Composite,GZ,03/24/2022 10:17 AM,03/23/2022 06:00 AM,03/23/2022 02:00 PM,,,03/30/2022,,7.25,,,,SARS-CoV-2 N1,10408.98157,SARS-CoV-2 N2,20820.54947,,Complete,,Monongalia,NorthES-01,Sample,K-12
A03-0260,A03-0260,Composite,GZ,03/24/2022 10:36 AM,03/23/2022 06:00 AM,03/23/2022 02:00 PM,,,03/30/2022,,8.72,,,,SARS-CoV-2 N1,0,SARS-CoV-2 N2,0,,Complete,,Monongalia,SuncrestES-01,Sample,K-12
A03-0259,A03-0259,Composite,GZ,03/24/2022 11:09 AM,03/23/2022 06:00 AM,03/23/2022 02:00 PM,,,03/30/2022,,7.54,,,,SARS-CoV-2 N1,2745.70175,SARS-CoV-2 N2,2745.70175,,Complete,,Monongalia,MountainviewES-01,Sample,K-12
A03-0229,A03-0229,Composite,GZ,03/24/2022 11:26 AM,03/23/2022 06:00 AM,03/23/2022 02:00 PM,,,03/30/2022,,8.17,,,,SARS-CoV-2 N1,0,SARS-CoV-2 N2,0,,Complete,,Monongalia,MorgantownHS-01,Sample,K-12
A03-0282,A03-0282,Composite,GZ,03/25/2022 12:59 AM,03/25/2022 06:00 AM,03/25/2022 12:59 PM,,,03/30/2022,,7.58,,,,SARS-CoV-2 N1,0,SARS-CoV-2 N2,0,,Complete,,Monongalia,NorthES-01,Sample,K-12
A03-0264,A03-0264,Composite,GZ,03/25/2022 01:40 PM,03/25/2022 06:00 AM,03/25/2022 01:40 PM,,,03/30/2022,,7.74,,,,SARS-CoV-2 N1,3585.72677,SARS-CoV-2 N2,14344.74701,,Complete,,Monongalia,SuncrestES-01,Sample,K-12
A03-0231,A03-0231,Composite,GZ,03/25/2022 02:11 PM,03/25/2022 06:00 AM,03/25/2022 02:00 PM,,,03/30/2022,,8.67,,,,SARS-CoV-2 N1,0,SARS-CoV-2 N2,0,,Complete,,Monongalia,MountainviewES-01,Sample,K-12
A03-0263,A03-0263,Composite,GZ,04/05/2022 10:07 AM,04/04/2022 06:00 AM,04/04/2022 02:00 PM,,,04/06/2022,,7.13,,,,SARS-CoV-2 N1,0,SARS-CoV-2 N2,0,,Complete,,Monongalia,MountainviewES-01,Sample,K-12
A03-0261,A03-0261,Composite,GZ,04/05/2022 10:24 AM,04/04/2022 06:00 AM,04/04/2022 02:00 PM,,,04/06/2022,,8.87,,,,SARS-CoV-2 N1,0,SARS-CoV-2 N2,0,,Complete,,Monongalia,MorgantownHS-01,Sample,K-12
A03-0306,A03-0306,Composite,GZ,04/12/2022 09:56 AM,04/11/2022 06:00 AM,04/11/2022 02:00 PM,,,04/14/2022,,8.24,,,,SARS-CoV-2 N1,0,SARS-CoV-2 N2,0,,Complete,,Monongalia,NorthES-01,Sample,K-12
A03-0284,A03-0284,Composite,Gz,04/12/2022 10:19 AM,04/11/2022 06:00 AM,04/11/2022 02:00 PM,,,04/14/2022,,7.62,,,,SARS-CoV-2 N1,0,SARS-CoV-2 N2,0,,Complete,,Monongalia,SuncrestES-01,Sample,K-12
A03-0283,A03-0283,Composite,GZ,04/12/2022 10:50 AM,04/11/2022 06:00 AM,04/11/2022 02:00 PM,,,04/14/2022,,5.89,,,,SARS-CoV-2 N1,0,SARS-CoV-2 N2,0,,Processing,,Monongalia,MountainviewES-01,Sample,K-12
A03-0265,A03-0265,Composite,GZ,04/12/2022 11:08 AM,04/11/2022 06:00 AM,04/11/2022 02:00 PM,,,04/14/2022,,8.07,,,,SARS-CoV-2 N1,7635.35983,SARS-CoV-2 N2,0,,Complete,,Monongalia,MorgantownHS-01,Sample,K-12
A03-0322,A03-0322,Composite,GZ,04/21/2022 10:00 AM,04/20/2022 06:00 AM,04/20/2022 02:00 AM,,,04/25/2022,,7.74,,,,SARS-CoV-2 N1,0,SARS-CoV-2 N2,0,,Complete,,Monongalia,NorthES-01,Sample,K-12
A03-0304,A03-0304,Composite,GZ,04/21/2022 10:16 AM,04/20/2022 06:00 AM,04/20/2022 02:00 AM,,,04/25/2022,,7.7,,,,SARS-CoV-2 N1,0,SARS-CoV-2 N2,0,,Complete,,Monongalia,SuncrestES-01,Sample,K-12
A03-0279,A03-0279,Composite,GZ,04/21/2022 10:41 AM,04/20/2022 06:00 AM,04/20/2022 02:00 PM,,,04/25/2022,,7.79,,,,SARS-CoV-2 N1,0,SARS-CoV-2 N2,0,,Processing,,Monongalia,MountainviewES-01,Sample,K-12
A03-0301,A03-0301,Composite,GZ,04/21/2022 10:56 AM,04/20/2022 06:00 AM,04/20/2022 02:00 PM,,,04/25/2022,,8.47,,,,SARS-CoV-2 N1,2496.90302,SARS-CoV-2 N2,2496.90302,,Complete,,Monongalia,MorgantownHS-01,Sample,K-12
B01-0074,Sample,Composite,,11/11/2021 07:25 AM,11/10/2021 07:00 AM,11/11/2021 07:00 AM,,,11/22/2021,,7.01,,,Pass,SARS-CoV-2 N1,21098.16015,SARS-CoV-2 N2,25056.04804,,Complete,,Kanawha,CharlestonWWTP-01,Sample,WWTP
C01-0047,Sample,Composite,-,11/29/2021 07:00 AM,11/28/2021 07:00 AM,11/29/2021 07:00 AM,,,12/03/2021,,6.67,,,Pass,SARS-CoV-2 N1,120859.1773,SARS-CoV-2 N2,61935.53187,5.567,Complete,,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0701,G,Composite,,07/30/2024 07:00 AM,07/29/2024 07:00 AM,07/30/2024 07:00 AM,AJ,08/07/2024,,,,,,Pass,,,,,1.39,,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0702,G,Composite,,07/31/2024 07:00 AM,07/30/2024 07:00 AM,07/31/2024 07:00 AM,AJ,08/07/2024,,,,,,Pass,,,,,6.97,,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0703,G,Composite,,08/01/2024 07:00 AM,07/31/2024 07:00 AM,08/01/2024 07:00 AM,AJ,08/07/2024,,,,,,Pass,,,,,7.33,,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0704,G,Composite,,08/02/2024 07:00 AM,08/01/2024 07:00 AM,08/02/2024 07:00 AM,AJ,08/07/2024,,,,,,Pass,,,,,7.80,,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0705,G,Composite,,08/05/2024 07:00 AM,08/04/2024 07:00 AM,08/05/2024 07:00 AM,AJ,08/07/2024,,,,,,Pass,,,,,7.86,,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0706,G,Composite,,08/12/2024 07:00 AM,08/11/2024 07:00 AM,08/12/2024 07:00 AM,AJ,08/14/2024,,,,,,Pass,,,,,6.92,,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0707,G,Composite,,08/09/2024 07:00 AM,08/08/2024 07:00 AM,08/09/2024 07:00 AM,AJ,08/14/2024,,,,,,Pass,,,,,4.73,,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0708,G,Composite,,08/08/2024 07:00 AM,08/07/2024 07:00 AM,08/08/2024 07:00 AM,AJ,08/14/2024,,,,,,Pass,,,,,4.80,,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0709,G,Composite,,08/07/2024 07:00 AM,08/06/2024 07:00 AM,08/07/2024 07:00 AM,AJ,08/14/2024,,,,,,Pass,,,,,4.88,,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0710,G,Composite,,08/06/2024 07:00 AM,08/05/2024 07:00 AM,08/06/2024 07:00 AM,AJ,08/14/2024,,,,,,Pass,,,,,4.80,,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0711,G,Composite,,08/13/2024 07:00 AM,08/12/2024 07:00 AM,08/13/2024 07:00 AM,AJ,08/20/2024,,,,,,Pass,,,,,6.49,,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0712,G,Composite,,08/14/2024 07:00 AM,08/13/2024 07:00 AM,08/14/2024 07:00 AM,AJ,08/20/2024,,,,,,Pass,,,,,6.59,,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0713,G,Composite,,08/15/2024 07:00 AM,08/14/2024 07:00 AM,08/15/2024 07:00 AM,AJ,08/20/2024,,,,,,Pass,,,,,6.58,,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0714,G,Composite,,08/16/2024 07:00 AM,08/15/2024 07:00 AM,08/16/2024 07:00 AM,AJ,08/20/2024,,,,,,Pass,,,,,6.47,,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0715,G,Composite,,08/19/2024 07:00 AM,08/18/2024 07:00 AM,08/19/2024 07:00 AM,AJ,08/20/2024,,,,,,Pass,,,,,7.07,,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
C01-0716,G,Composite,,08/20/2024 07:00 AM,08/19/2024 07:00 AM,08/20/2024 07:00 AM,AJ,08/28/2024,,,,,,Pass,,,,,6.67,,Routine Surveillance,Ohio,WheelingWWTP-01,Sample,WWTP
