concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
A01-0872.c1	A01-0872	CB48	A01	
D01-0423.c1	D01-0423	CB48	B02	
Q01-0502.c1	Q01-0502	CB48	D05	
A01-0875.c1	A01-0875	CB48	A04	
L01-0540.c1	L01-0540	CB48	C05	
A01-0874.c1	A01-0874	CB48	A03	
H01-0918.c1	H01-0918	CB48	C02	
E01-0443.c1	E01-0443	CB48	B05	
N02-0370.c1	N02-0370	CB48	D02	
A01-0877.c1	A01-0877	CB48	A06	
M03-0281.c1	M03-0281	CB48	C06	
O01-0493.c1	O01-0493	CB48	D03	
A04-0542.c1	A04-0542	CB48	B01	
R02-0466.c1	R02-0466	CB48	D06	
A01-0873.c1	A01-0873	CB48	A02	
E01-0442.c1	E01-0442	CB48	B04	
J01-0401.c1	J01-0401	CB48	C03	
A01-0876.c1	A01-0876	CB48	A05	
P01-0106.c1	P01-0106	CB48	D04	
E01-0444.c1	E01-0444	CB48	B06	
M04-0214.c1	M04-0214	CB48	D01	
G01-0494.c1	G01-0494	CB48	C01	
E01-0441.c1	E01-0441	CB48	B03	
K01-0382.c1	K01-0382	CB48	C04	
T01-0264.c1	T01-0264	CB49	A01	
U01-0098.c1	U01-0098	CB49	A03	
UO1-0083.c1	UO1-0083	CB49	A02	
A04-0532.c1	A04-0532	CB45	B01	
Q01-0500.c1	Q01-0500	CB45	D06	
A01-0860.c1	A01-0860	CB45	A02	
E01-0434.c1	E01-0434	CB45	B04	
J01-0351.c1	J01-0351	CB45	C03	
M03-0286.c1	M03-0286	CB45	C06	
N03-0488.c1	N03-0488	CB45	D03	
G01-0525.c1	G01-0525	CB45	C01	
E01-0433.c1	E01-0433	CB45	B03	
K01-0398.c1	K01-0398	CB45	C04	
A01-0863.c1	A01-0863	CB45	A05	
O01-0474.c1	O01-0474	CB45	D04	
E01-0436.c1	E01-0436	CB45	B06	
M04-0203.c1	M04-0203	CB45	D01	
L01-0545.c1	L01-0545	CB45	C05	
A01-0859.c1	A01-0859	CB45	A01	
A01-0862.c1	A01-0862	CB45	A04	
P01-0110.c1	P01-0110	CB45	D05	
D01-0422.c1	D01-0422	CB45	B02	
N02-0431.c1	N02-0431	CB45	D02	
E01-0435.c1	E01-0435	CB45	B05	
A01-0864.c1	A01-0864	CB45	A06	
A01-0861.c1	A01-0861	CB45	A03	
H01-0913.c1	H01-0913	CB45	C02	
R01-0485.c1	R01-0485	CB50	C02	
A01-0880.c1	A01-0880	CB50	A03	
A01-0883.c1	A01-0883	CB50	A06	
A04-0531.c1	A04-0531	CB50	B05	
N03-0473.c1	N03-0473	CB50	D02	
E01-0446.c1	E01-0446	CB50	B02	
N03-0493.c1	N03-0493	CB50	D05	
A01-0881.c1	A01-0881	CB50	A04	
A01-0878.c1	A01-0878	CB50	A01	
P01-0105.c1	P01-0105	CB50	C05	
U01-0068.c1	U01-0068	CB50	D01	
N02-0454.c1	N02-0454	CB50	B06	
A01-0882.c1	A01-0882	CB50	A05	
H01-0919.c1	H01-0919	CB50	D04	
M04-0206.c1	M04-0206	CB50	C04	
E01-0447.c1	E01-0447	CB50	B03	
M03-0295.c1	M03-0295	CB50	C01	
G01-0488.c1	G01-0488	CB50	D03	
O01-0491.c1	O01-0491	CB50	C06	
Q01-0503.c1	Q01-0503	CB50	C03	
E01-0448.c1	E01-0448	CB50	B04	
A01-0879.c1	A01-0879	CB50	A02	
A02-1332.c1	A02-1332	CB50	D06	
E01-0445.c1	E01-0445	CB50	B01	
O01-0473.c1	O01-0473	CB47	C04	
H01-0914.c1	H01-0914	CB47	B03	
A01-0871.c1	A01-0871	CB47	A06	
T01-0262.c1	T01-0262	CB47	D02	
K01-0399.c1	K01-0399	CB47	B05	
M03-0280.c1	M03-0280	CB47	C01	
M04-0201.c1	M04-0201	CB47	C02	
R02-0378.c1	R02-0378	CB47	D01	
A01-0867.c1	A01-0867	CB47	A03	
L01-0535.c1	L01-0535	CB47	B06	
A01-0869.c1	A01-0869	CB47	A05	
N02-0449.c1	N02-0449	CB47	C03	
J01-0352.c1	J01-0352	CB47	B04	
A01-0866.c1	A01-0866	CB47	A02	
A04-0541.c1	A04-0541	CB47	B01	
P01-0108.c1	P01-0108	CB47	C05	
A01-0868.c1	A01-0868	CB47	A04	
D01-0424.c1	D01-0424	CB47	B02	
A01-0865.c1	A01-0865	CB47	A01	
T01-0263.c1	T01-0263	CB47	D03	
R01-0403.c1	R01-0403	CB47	C06	
T01-0265.c1	T01-0265	CB51	A05	
A02-1341.c1	A02-1341	CB51	A01	
J01-0402.c1	J01-0402	CB51	A02	
K01-0389.c1	K01-0389	CB51	A04	
R02-0467.c1	R02-0467	CB51	A03	
E01-0438.c1	E01-0438	CB46	A04	
E01-0437.c1	E01-0437	CB46	A03	
R02-0376.c1	R02-0376	CB46	A01	
E01-0439.c1	E01-0439	CB46	A05	
U01-0056.c1	U01-0056	CB46	A02	
E01-0440.c1	E01-0440	CB46	A06	
Q01-0501.c1	Q01-0501	CB46	B01	
