extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
M03-0534.e1	M03-0534.c1	EB194	B03	I3	
A01-1394.e1	A01-1394.c1	EB194	A02	H2	
F01-0154.e1	F01-0154.c1	EB194	C02	J2	
A04-0568.e1	A04-0568.c1	EB194	C03	J3	
A01-1395.e1	A01-1395.c1	EB194	A03	H3	
O01-0590.e1	O01-0590.c1	EB194	B02	I2	
A01-1396.e1	A01-1396.c1	EB194	A04	H4	
C01-1021.e1	C01-1021.c1	EB194	A05	H5	
C01-1023.e1	C01-1023.c1	EB194	A07	H7	
P01-1001.e1	P01-1001.c1	EB194	C05	J5	
L01-0656A.e1	L01-0656A.c1	EB194	C07	J7	
L01-0654.e1	L01-0654.c1	EB194	C04	J4	
K01-0541.e1	K01-0541.c1	EB194	B08	I8	
C01-1022.e1	C01-1022.c1	EB194	A06	H6	
G01-1000.e1	G01-1000.c1	EB194	C06	J6	
C01-1025.e1	C01-1025.c1	EB194	B01	I1	
N02-0584.e1	N02-0584.c1	EB194	B04	I4	
T01-0399.e1	T01-0399.c1	EB194	B07	I7	
H01-1005.e1	H01-1005.c1	EB194	B05	I5	
L01-0656B.e1	L01-0656B.c1	EB194	C08	J8	
C01-1024.e1	C01-1024.c1	EB194	A08	H8	
J01-0558.e1	J01-0558.c1	EB194	B06	I6	
R02-0552.e1	R02-0552.c1	EB194	C01	J1	
L01-0656C.e1	L01-0656C.c1	EB194	D01	K1	
A01-1393.e1	A01-1393.c1	EB194	A01	NAB 158 H1	
