assay_id,extraction_id,sample_id,assay_batch_id,assay_location_in_batch,assay_input_ul,assay_class,assay_type,assay_target,assay_target_genetic_locus,assay_template,assay_target_macromolecule,assay_target_fluorophore,assay_accepted_droplets,assay_target_predicted_copies_per_ul_reaction,assay_target_copies_per_ul_reaction,assay_comment
AB04022024.FA1,,,AB04022024,F03,5,control,PCR Positive,Human Norovirus GII,ORF1_2,GBlock,,,14591,0.0,107.201034545898,
AB04022024.FA2,,,AB04022024,G04,5,control,PCR Negative,Human Norovirus GII,ORF1_2,,,,16444,0.0,0.0,
AB04022024.FA3,,,AB04022024,F04,5,control,PCR Negative,Human Norovirus GII,ORF1_2,,,,17766,0.0,0.0,
AB04022024.FA4,,,AB04022024,G03,5,control,PCR Positive,Human Norovirus GII,ORF1_2,GBlock,,,15295,0.0,120.660316467285,
AB04022024.FA5,,,AB04022024,H04,5,control,PCR Negative,Human Norovirus GII,ORF1_2,,,,16141,0.0,0.0,
AB04022024.FA6,,,AB04022024,H03,5,control,PCR Positive,Human Norovirus GII,ORF1_2,GBlock,,,15726,0.0,115.264320373535,
AB07102024.FA1,,,AB07102024,H12,5,control,PCR Positive,Human Norovirus GI,ORF1_2,GBlock,,,19010,0.0,0.0,
AB07102024.FA4,,,AB07102024,A12,5,control,PCR Negative,Human Norovirus GI,ORF1_2,,,,18769,0.0,15.7129383087158,
AB07102024.HE2,,,AB07102024,H12,5,control,PCR Positive,Human Norovirus GII,ORF1_2,GBlock,,,19010,0.0,2.18545532226563,
AB07102024.HE3,,,AB07102024,A12,5,control,PCR Negative,Human Norovirus GII,ORF1_2,,,,18769,0.0,14.2208919525146,
AB1.FA1,,,AB1,E07,5,control,PCR Positive,SARS-CoV-2,N1,LV-SARS_N,,,16814,,96.04051208,
AB1.FA3,,,AB1,D07,5,control,PCR Negative,SARS-CoV-2,N1,,,,16547,0.0,0.0,
AB1.FA8,,,AB1,H03,5,control,PCR Negative,SARS-CoV-2,N1,,,,18748,0.0,0.0,
AB1.FH2,,,AB1,E07,5,control,PCR Positive,SARS-CoV-2,N2,LV-SARS_N,,,16814,,108.8635254,
AB1.FH5,,,AB1,D07,5,control,PCR Negative,SARS-CoV-2,N2,,,,16547,0.0,0.0,
AB1.FH6,,,AB1,H03,5,control,PCR Negative,SARS-CoV-2,N2,,,,18748,0.0,0.0,
AB1.HE4,,,AB1,D07,5,control,PCR Negative,Human,RNase P,,,,16547,0.0,0.076019801,
AB1.HE7,,,AB1,H03,5,control,PCR Negative,Human,RNase P,,,,18748,0.0,0.0,
AB10.FA1,,,AB10,D12,5,control,PCR Positive,"Respiratory Syncitial Virus, Human",G,GBlock,,,15169,0.0,3.98662304878235,
AB10.FA2,,,AB10,C12,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,19541,0.0,0.0,
AB10.FA3,,,AB10,E12,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,17650,0.0,0.142541974782944,
AB100.CY13,,,AB100,G03,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,22423,0.0,0.0,
AB100.CY16,,,AB100,E07,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,21541,0.0,0.0,
AB100.CY25,,,AB100,G07,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,21732,0.0,0.0,
AB100.CY28,,,AB100,H07,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,22450,0.0,0.0,
AB100.CY3,,,AB100,D07,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,22184,0.0,0.0,
AB100.CY32,,,AB100,F07,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,22113,0.0,0.0,
AB100.CY7,,,AB100,H03,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,22355,0.0,0.0,
AB100.CZ14,,,AB100,G03,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,22423,0.0,0.056098185479641,
AB100.CZ17,,,AB100,E07,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,21541,0.0,0.116793096065521,
AB100.CZ2,,,AB100,D07,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,22184,0.0,0.226825639605522,
AB100.CZ24,,,AB100,G07,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,21732,0.0,0.057881947606802,
AB100.CZ27,,,AB100,H07,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,22450,0.0,0.0,
AB100.CZ33,,,AB100,F07,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,22113,0.0,0.170661643147469,
AB100.CZ8,,,AB100,H03,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,22355,0.0,0.0562688335776329,
AB100.FA1,,,AB100,D07,5,control,PCR Negative,Influenza Virus A,M,,,,22184,0.0,1.02103769779205,
AB100.FA15,,,AB100,G03,5,control,PCR Negative,Influenza Virus A,M,,,,22423,0.0,1.51552987098694,
AB100.FA18,,,AB100,E07,5,control,PCR Negative,Influenza Virus A,M,,,,21541,0.0,1.34377574920654,
AB100.FA23,,,AB100,G07,5,control,PCR Negative,Influenza Virus A,M,,,,21732,0.0,0.926431000232697,
AB100.FA26,,,AB100,H07,5,control,PCR Negative,Influenza Virus A,M,,,,22450,0.0,0.896791160106659,
AB100.FA31,,,AB100,F07,5,control,PCR Negative,Influenza Virus A,M,,,,22113,0.0,1.19511795043945,
AB100.FA6,,,AB100,H03,5,control,PCR Negative,Influenza Virus A,M,,,,22355,0.0,1.23849618434906,
AB100.HE10,,,AB100,H03,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,22355,0.0,0.0,
AB100.HE11,,,AB100,G03,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,22423,0.0,0.0,
AB100.HE19,,,AB100,E07,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,21541,0.0,0.0,
AB100.HE21,,,AB100,G07,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,21732,0.0,0.0,
AB100.HE30,,,AB100,H07,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,22450,0.0,0.0,
AB100.HE35,,,AB100,F07,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,22113,0.0,0.0,
AB100.HE5,,,AB100,D07,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,22184,0.0,0.0,
AB100.RO12,,,AB100,G03,5,control,PCR Negative,SARS-CoV-2,SC2,,,,22423,0.0,0.0,
AB100.RO20,,,AB100,E07,5,control,PCR Negative,SARS-CoV-2,SC2,,,,21541,0.0,0.0,
AB100.RO22,,,AB100,G07,5,control,PCR Negative,SARS-CoV-2,SC2,,,,21732,0.0,0.0,
AB100.RO29,,,AB100,H07,5,control,PCR Negative,SARS-CoV-2,SC2,,,,22450,0.0,0.0,
AB100.RO34,,,AB100,F07,5,control,PCR Negative,SARS-CoV-2,SC2,,,,22113,0.0,0.0,
AB100.RO4,,,AB100,D07,5,control,PCR Negative,SARS-CoV-2,SC2,,,,22184,0.0,0.0,
AB100.RO9,,,AB100,H03,5,control,PCR Negative,SARS-CoV-2,SC2,,,,22355,0.0,0.0,
AB101.CY12,,,AB101,E04,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,20901,0.0,0.0,
AB101.CY2,,,AB101,H04,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,20859,0.0,0.0,
AB101.CY20,,,AB101,G04,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,21050,0.0,0.0,
AB101.CY8,,,AB101,F04,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,21658,0.0,0.0,
AB101.CZ11,,,AB101,E04,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,20901,0.0,0.481547236442566,
AB101.CZ19,,,AB101,G04,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,21050,0.0,0.239046305418015,
AB101.CZ3,,,AB101,H04,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,20859,0.0,0.180922195315361,
AB101.CZ7,,,AB101,F04,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,21658,0.0,0.174247205257416,
AB101.FA1,,,AB101,H04,5,control,PCR Negative,Influenza Virus A,M,,,,20859,0.0,0.0,
AB101.FA13,,,AB101,E04,5,control,PCR Negative,Influenza Virus A,M,,,,20901,0.0,0.120369531214237,
AB101.FA18,,,AB101,G04,5,control,PCR Negative,Influenza Virus A,M,,,,21050,0.0,0.119517467916012,
AB101.FA6,,,AB101,F04,5,control,PCR Negative,Influenza Virus A,M,,,,21658,0.0,0.0,
AB101.HE10,,,AB101,F04,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,21658,0.0,0.0,
AB101.HE14,,,AB101,E04,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,20901,0.0,0.0,
AB101.HE17,,,AB101,G04,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,21050,0.0,0.0,
AB101.HE4,,,AB101,H04,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,20859,0.0,0.0,
AB101.RO15,,,AB101,E04,5,control,PCR Negative,SARS-CoV-2,SC2,,,,20901,0.0,0.0,
AB101.RO16,,,AB101,G04,5,control,PCR Negative,SARS-CoV-2,SC2,,,,21050,0.0,0.0,
AB101.RO5,,,AB101,H04,5,control,PCR Negative,SARS-CoV-2,SC2,,,,20859,0.0,0.0,
AB101.RO9,,,AB101,F04,5,control,PCR Negative,SARS-CoV-2,SC2,,,,21658,0.0,0.0,
AB102.CY11,,,AB102,C04,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,19813,0.0,0.0,
AB102.CY17,,,AB102,A04,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,19565,0.0,0.0,
AB102.CY2,,,AB102,G04,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,21414,0.0,0.0,
AB102.CY22,,,AB102,E04,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,21313,0.0,0.0,
AB102.CY29,,,AB102,F04,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,21152,0.0,0.0,
AB102.CY33,,,AB102,D04,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,19541,0.0,0.0,
AB102.CY37,,,AB102,H04,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,21220,0.0,0.0,
AB102.CY7,,,AB102,B04,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,17784,0.0,0.0,
AB102.CZ1,,,AB102,G04,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,21414,0.0,0.0,
AB102.CZ12,,,AB102,C04,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,19813,0.0,0.0,
AB102.CZ16,,,AB102,A04,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,19565,0.0,0.0642930567264557,
AB102.CZ21,,,AB102,E04,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,21313,0.0,0.0590199008584023,
AB102.CZ28,,,AB102,F04,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,21152,0.0,0.0594691447913647,
AB102.CZ32,,,AB102,D04,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,19541,0.0,0.12874735891819,
AB102.CZ36,,,AB102,H04,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,21220,0.0,0.118559934198856,
AB102.CZ8,,,AB102,B04,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,17784,0.0,0.0,
AB102.FA14,,,AB102,C04,5,control,PCR Negative,Influenza Virus A,M,,,,19813,0.0,0.063488282263279,
AB102.FA20,,,AB102,A04,5,control,PCR Negative,Influenza Virus A,M,,,,19565,0.0,0.192889034748077,
AB102.FA25,,,AB102,E04,5,control,PCR Negative,Influenza Virus A,M,,,,21313,0.0,0.0590199008584023,
AB102.FA27,,,AB102,F04,5,control,PCR Negative,Influenza Virus A,M,,,,21152,0.0,0.23789344727993,
AB102.FA35,,,AB102,D04,5,control,PCR Negative,Influenza Virus A,M,,,,19541,0.0,0.19312596321106,
AB102.FA40,,,AB102,H04,5,control,PCR Negative,Influenza Virus A,M,,,,21220,0.0,0.118559934198856,
AB102.FA5,,,AB102,G04,5,control,PCR Negative,Influenza Virus A,M,,,,21414,0.0,0.0587415210902691,
AB102.FA9,,,AB102,B04,5,control,PCR Negative,Influenza Virus A,M,,,,17784,0.0,0.070731945335865,
AB102.HE13,,,AB102,C04,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,19813,0.0,0.063488282263279,
AB102.HE18,,,AB102,A04,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,19565,0.0,0.0,
AB102.HE23,,,AB102,E04,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,21313,0.0,0.0,
AB102.HE3,,,AB102,G04,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,21414,0.0,0.0,
AB102.HE30,,,AB102,F04,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,21152,0.0,0.0,
AB102.HE31,,,AB102,D04,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,19541,0.0,0.0,
AB102.HE38,,,AB102,H04,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,21220,0.0,0.0,
AB102.HE6,,,AB102,B04,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,17784,0.0,0.0,
AB102.RO10,,,AB102,B04,5,control,PCR Negative,SARS-CoV-2,SC2,,,,17784,0.0,0.0,
AB102.RO15,,,AB102,C04,5,control,PCR Negative,SARS-CoV-2,SC2,,,,19813,0.0,0.0,
AB102.RO19,,,AB102,A04,5,control,PCR Negative,SARS-CoV-2,SC2,,,,19565,0.0,0.0,
AB102.RO24,,,AB102,E04,5,control,PCR Negative,SARS-CoV-2,SC2,,,,21313,0.0,0.0,
AB102.RO26,,,AB102,F04,5,control,PCR Negative,SARS-CoV-2,SC2,,,,21152,0.0,0.0,
AB102.RO34,,,AB102,D04,5,control,PCR Negative,SARS-CoV-2,SC2,,,,19541,0.0,0.0,
AB102.RO39,,,AB102,H04,5,control,PCR Negative,SARS-CoV-2,SC2,,,,21220,0.0,0.0,
AB102.RO4,,,AB102,G04,5,control,PCR Negative,SARS-CoV-2,SC2,,,,21414,0.0,0.0,
AB103.CY12,,,AB103,B04,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,19616,0.0,0.0,
AB103.CY2,,,AB103,D04,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,21349,0.0,0.0,
AB103.CY20,,,AB103,A04,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,21165,0.0,0.0,
AB103.CY9,,,AB103,C04,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,20710,0.0,0.0,
AB103.CZ14,,,AB103,B04,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,19616,0.0,0.0641259029507637,
AB103.CZ17,,,AB103,A04,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,21165,0.0,0.0,
AB103.CZ4,,,AB103,D04,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,21349,0.0,0.294629484415054,
AB103.CZ6,,,AB103,C04,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,20710,0.0,0.0,
AB103.FA10,,,AB103,C04,5,control,PCR Negative,Influenza Virus A,M,,,,20710,0.0,0.0,
AB103.FA13,,,AB103,B04,5,control,PCR Negative,Influenza Virus A,M,,,,19616,0.0,0.128255069255829,
AB103.FA18,,,AB103,A04,5,control,PCR Negative,Influenza Virus A,M,,,,21165,0.0,0.0,
AB103.FA3,,,AB103,D04,5,control,PCR Negative,Influenza Virus A,M,,,,21349,0.0,0.176769390702248,
AB103.HE15,,,AB103,B04,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,19616,0.0,0.0,
AB103.HE16,,,AB103,A04,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,21165,0.0,0.0,
AB103.HE5,,,AB103,D04,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,21349,0.0,0.0,
AB103.HE7,,,AB103,C04,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,20710,0.0,0.0,
AB103.RO1,,,AB103,D04,5,control,PCR Negative,SARS-CoV-2,SC2,,,,21349,0.0,0.0,
AB103.RO11,,,AB103,B04,5,control,PCR Negative,SARS-CoV-2,SC2,,,,19616,0.0,0.0,
AB103.RO19,,,AB103,A04,5,control,PCR Negative,SARS-CoV-2,SC2,,,,21165,0.0,0.0,
AB103.RO8,,,AB103,C04,5,control,PCR Negative,SARS-CoV-2,SC2,,,,20710,0.0,0.0,
AB105.CY3,,,AB105,C05,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,21630,0.0,0.0,
AB105.CY8,,,AB105,D05,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,21814,0.0,0.0,
AB105.CZ5,,,AB105,C05,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,21630,0.0,0.232635766267776,
AB105.CZ6,,,AB105,D05,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,21814,0.0,0.115331374108791,
AB105.FA2,,,AB105,C05,5,control,PCR Negative,Influenza Virus A,M,,,,21630,0.0,0.0581549108028412,
AB105.FA9,,,AB105,D05,5,control,PCR Negative,Influenza Virus A,M,,,,21814,0.0,0.0576643645763397,
AB105.HE4,,,AB105,C05,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,21630,0.0,0.0,
AB105.HE7,,,AB105,D05,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,21814,0.0,0.0,
AB105.RO1,,,AB105,C05,5,control,PCR Negative,SARS-CoV-2,SC2,,,,21630,0.0,0.0,
AB105.RO10,,,AB105,D05,5,control,PCR Negative,SARS-CoV-2,SC2,,,,21814,0.0,0.0,
AB107.CY14,,,AB107,D04,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,22043,0.0,0.0,
AB107.CY3,,,AB107,C04,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,18969,0.0,0.0,
AB107.CY7,,,AB107,B04,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,20180,0.0,0.0,
AB107.CZ15,,,AB107,D04,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,22043,0.0,0.0,
AB107.CZ2,,,AB107,C04,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,18969,0.0,0.0,
AB107.CZ8,,,AB107,B04,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,20180,0.0,0.0,
AB107.FA1,,,AB107,C04,5,control,PCR Negative,Influenza Virus A,M,,,,18969,0.0,0.0,
AB107.FA13,,,AB107,D04,5,control,PCR Negative,Influenza Virus A,M,,,,22043,0.0,0.0,
AB107.FA6,,,AB107,B04,5,control,PCR Negative,Influenza Virus A,M,,,,20180,0.0,0.0,
AB107.HE10,,,AB107,B04,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,20180,0.0,0.0,
AB107.HE12,,,AB107,D04,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,22043,0.0,0.0,
AB107.HE5,,,AB107,C04,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,18969,0.0,0.0,
AB107.RO11,,,AB107,D04,5,control,PCR Negative,SARS-CoV-2,SC2,,,,22043,0.0,0.0,
AB107.RO4,,,AB107,C04,5,control,PCR Negative,SARS-CoV-2,SC2,,,,18969,0.0,0.0,
AB107.RO9,,,AB107,B04,5,control,PCR Negative,SARS-CoV-2,SC2,,,,20180,0.0,0.0,
AB108.CY4,,,AB108,D04,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,20722,0.0,0.0,
AB108.CZ1,,,AB108,D04,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,20722,0.0,0.0,
AB108.FA3,,,AB108,D04,5,control,PCR Negative,Influenza Virus A,M,,,,20722,0.0,0.0,
AB108.HE2,,,AB108,D04,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,20722,0.0,0.0,
AB108.RO5,,,AB108,D04,5,control,PCR Negative,SARS-CoV-2,SC2,,,,20722,0.0,0.0,
AB109.CY12,,,AB109,H04,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,22353,0.0,0.0,
AB109.CY16,,,AB109,E04,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,21335,0.0,0.0,
AB109.CY21,,,AB109,F04,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,21798,0.0,0.0,
AB109.CY4,,,AB109,D04,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,20773,0.0,0.0,
AB109.CY6,,,AB109,G04,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,21699,0.0,0.0,
AB109.CZ14,,,AB109,H04,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,22353,0.0,0.225110575556755,
AB109.CZ18,,,AB109,E04,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,21335,0.0,0.0,
AB109.CZ2,,,AB109,D04,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,20773,0.0,0.0605541728436947,
AB109.CZ24,,,AB109,F04,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,21798,0.0,0.0,
AB109.CZ9,,,AB109,G04,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,21699,0.0,0.0,
AB109.FA10,,,AB109,G04,5,control,PCR Negative,Influenza Virus A,M,,,,21699,0.0,0.115942627191544,
AB109.FA13,,,AB109,H04,5,control,PCR Negative,Influenza Virus A,M,,,,22353,0.0,0.0,
AB109.FA20,,,AB109,E04,5,control,PCR Negative,Influenza Virus A,M,,,,21335,0.0,0.176885411143303,
AB109.FA25,,,AB109,F04,5,control,PCR Negative,Influenza Virus A,M,,,,21798,0.0,0.115416035056114,
AB109.FA3,,,AB109,D04,5,control,PCR Negative,Influenza Virus A,M,,,,20773,0.0,0.121111266314983,
AB109.HE11,,,AB109,H04,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,22353,0.0,0.0,
AB109.HE17,,,AB109,E04,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,21335,0.0,0.058959037065506,
AB109.HE22,,,AB109,F04,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,21798,0.0,0.0577066875994205,
AB109.HE5,,,AB109,D04,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,20773,0.0,0.0,
AB109.HE7,,,AB109,G04,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,21699,0.0,0.0,
AB109.RO1,,,AB109,D04,5,control,PCR Negative,SARS-CoV-2,SC2,,,,20773,0.0,0.0,
AB109.RO15,,,AB109,H04,5,control,PCR Negative,SARS-CoV-2,SC2,,,,22353,0.0,0.0,
AB109.RO19,,,AB109,E04,5,control,PCR Negative,SARS-CoV-2,SC2,,,,21335,0.0,0.0,
AB109.RO23,,,AB109,F04,5,control,PCR Negative,SARS-CoV-2,SC2,,,,21798,0.0,0.0,
AB109.RO8,,,AB109,G04,5,control,PCR Negative,SARS-CoV-2,SC2,,,,21699,0.0,0.0,
AB11.FA11,,,AB11,B04,5,control,PCR Positive,SARS-CoV-2,N1,LV-SARS_N,,,19171,0.0,943.776794433594,
AB11.FA2,,,AB11,H03,5,control,PCR Negative,SARS-CoV-2,N1,,,,19382,0.0,0.0649001151323318,
AB11.FA6,,,AB11,A04,5,control,PCR Negative,SARS-CoV-2,N1,,,,18425,0.0,0.136545985937119,
AB11.FA7,,,AB11,C04,5,control,PCR Negative,SARS-CoV-2,N1,,,,18612,0.0,0.0675851851701736,
AB11.FH1,,,AB11,H03,5,control,PCR Negative,SARS-CoV-2,N2,,,,19382,0.0,0.0,
AB11.FH10,,,AB11,B04,5,control,PCR Positive,SARS-CoV-2,N2,LV-SARS_N,,,19171,0.0,1010.10412597656,
AB11.FH4,,,AB11,A04,5,control,PCR Negative,SARS-CoV-2,N2,,,,18425,0.0,0.136545985937119,
AB11.FH9,,,AB11,C04,5,control,PCR Negative,SARS-CoV-2,N2,,,,18612,0.0,0.135173991322517,
AB11.HE3,,,AB11,H03,5,control,PCR Negative,Human,RNase P,,,,19382,0.0,0.0,
AB11.HE5,,,AB11,A04,5,control,PCR Negative,Human,RNase P,,,,18425,0.0,0.0,
AB11.HE8,,,AB11,C04,5,control,PCR Negative,Human,RNase P,,,,18612,0.0,0.0,
AB110.CY3,,,AB110,D04,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,21620,0.0,0.0,
AB110.CZ2,,,AB110,D04,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,21620,0.0,0.116366311907768,
AB110.FA5,,,AB110,D04,5,control,PCR Negative,Influenza Virus A,M,,,,21620,0.0,0.174553498625755,
AB110.HE4,,,AB110,D04,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,21620,0.0,0.0,
AB110.RO1,,,AB110,D04,5,control,PCR Negative,SARS-CoV-2,SC2,,,,21620,0.0,0.0,
AB111.CY1,,,AB111,F04,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,20459,0.0,0.0,
AB111.CY10,,,AB111,E04,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,20990,0.0,0.0,
AB111.CY15,,,AB111,G04,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,21037,0.0,0.0,
AB111.CY18,,,AB111,H04,5,control,PCR Negative,"Respiratory Syncitial Virus, Human",G,,,,21196,0.0,0.0,
AB111.CZ12,,,AB111,G04,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,21037,0.0,0.0,
AB111.CZ17,,,AB111,H04,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,21196,0.0,0.0,
AB111.CZ5,,,AB111,F04,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,20459,0.0,0.0614835694432259,
AB111.CZ6,,,AB111,E04,5,control,PCR Negative,Influenza Virus B,NEP/NS1,,,,20990,0.0,0.119859129190445,
AB111.FA14,,,AB111,G04,5,control,PCR Negative,Influenza Virus A,M,,,,21037,0.0,0.0597942434251308,
AB111.FA19,,,AB111,H04,5,control,PCR Negative,Influenza Virus A,M,,,,21196,0.0,0.0,
AB111.FA2,,,AB111,F04,5,control,PCR Negative,Influenza Virus A,M,,,,20459,0.0,0.245952308177948,
AB111.FA9,,,AB111,E04,5,control,PCR Negative,Influenza Virus A,M,,,,20990,0.0,0.239729672670364,
AB111.HE13,,,AB111,G04,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,21037,0.0,0.0,
AB111.HE20,,,AB111,H04,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,21196,0.0,0.0,
AB111.HE3,,,AB111,F04,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,20459,0.0,0.0,
AB111.HE8,,,AB111,E04,5,control,PCR Negative,"Respiratory Syncitial Virus, Bovine",Other,,,,20990,0.0,0.0,
AB111.RO11,,,AB111,G04,5,control,PCR Negative,SARS-CoV-2,SC2,,,,21037,0.0,0.0,
AB111.RO16,,,AB111,H04,5,control,PCR Negative,SARS-CoV-2,SC2,,,,21196,0.0,0.0,
